Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream	Min_Distance	pPolB	pPolB_distance	Polymerase	Pol_distance
MG696115	-28.16216216216216	19.46794109453257	-64.0	7.0	-29.0	37	33	4	29	1.0	N		-	
BK059131	39.06666666666667	16.948811823317357	5.0	72.0	40.0	15	0	15	-15	5.0	N		-	
MN380459	-18.884615384615383	12.478680043229804	-44.0	-1.0	-16.5	26	26	0	26	1.0	N		-	
NC_055824	35.72	28.121906052044192	-4.0	91.0	28.0	25	2	23	-21	3.0	N		-	
SSHF01000013	46.91379310344828	96.80397620836811	-122.0	243.0	51.5	58	18	40	-22	1.0	N		-	
NC_019423	-53.41025641025641	24.468418104765956	-87.0	-1.0	-58.0	39	39	0	39	1.0	N		-	
OR050627	-9.27450980392157	68.22427790272275	-124.0	115.0	-12.0	51	30	21	9	2.0	N		-	
PCUD01000143	-14.571428571428571	5.7534373044577904	-26.0	-8.0	-14.0	7	7	0	7	8.0	N		-	
JAUZPX010000090	0.9	3.5902646142032486	-5.0	6.0	1.5	10	4	6	-2	1.0	N		-	
NZGX01000028	-8.0	4.546060565661952	-13.0	-2.0	-9.0	3	3	0	3	2.0	N		-	
HG934468	168.51242236024845	893.539275119504	-1253.0	1748.0	128.0	644	304	340	-36	2.0	N		-	
MG592629	22.434782608695652	15.035685340163022	-2.0	47.0	22.0	23	1	22	-21	2.0	N		-	
QNXS01000007	5.75	3.960744879438715	1.0	11.0	5.5	4	0	4	-4	1.0	N		-	
MGZZ01000155	-12.285714285714286	4.712120714991612	-20.0	-5.0	-12.0	7	7	0	7	5.0	N		-	
OM982621	-9.339805825242719	56.81541452913668	-143.0	83.0	-1.0	103	52	51	1	1.0	N		-	
JAFWHM010000026	6.0	2.8284271247461903	1.0	9.0	7.0	5	0	5	-5	1.0	N		-	
KR029579	44.857142857142854	48.38957553449052	-9.0	104.0	21.0	7	2	5	-3	4.0	N		-	
LR796205	27.166666666666668	20.835999829355174	-6.0	58.0	29.0	18	3	15	-12	2.0	N		-	
LR796508	-7.888888888888889	16.389548009344775	-38.0	18.0	-8.0	27	16	11	5	1.0	N		-	
OL656105	16.25	8.671072598012312	1.0	26.0	18.0	8	0	8	-8	1.0	N		-	
JAOLCN010000001	-0.7972972972972973	72.06621949773277	-110.0	136.0	-7.0	74	41	33	8	1.0	N		-	
NC_027626	-18.366666666666667	11.884116383737675	-35.0	9.0	-20.5	30	27	3	24	1.0	N		-	
BK031439	-8.0	6.2511537396646295	-18.0	5.0	-7.0	13	12	1	11	1.0	N		-	
BK013345	-5.230769230769231	14.497500294633534	-24.0	20.0	-8.0	13	9	4	5	1.0	N		-	
LNDD01000002	37.63636363636363	43.42762574313671	-39.0	95.0	38.0	22	4	18	-14	13.0	N		-	
NZ_FOQD01000004	-82.5813953488372	81.29253306999803	-231.0	55.0	-72.0	43	36	7	29	1.0	N		-	
JAWBAE010000002	17.58139534883721	99.91443608201912	-159.0	169.0	17.0	43	19	24	-5	3.0	N		-	
LR797474	-63.120879120879124	102.2527395763825	-217.0	100.0	-83.0	91	58	33	25	1.0	N		-	
NZ_PIZV01000051	-37.31111111111111	54.166337320936066	-142.0	51.0	-25.0	45	33	12	21	1.0	N		-	
JAAALK010000283	-209.26865671641792	1828.4410730658824	-3441.0	3363.0	-256.0	335	184	151	33	24.0	N		-	
JABTVB010000002	498.82716049382714	321.0067608273624	-145.0	1016.0	539.5	162	13	149	-136	5.0	N		-	
MDLD01000059	-4.0	0.0	-4.0	-4.0	-4.0	1	1	0	1	4.0	N		-	
BKCP01013514	-19.0	0.0	-19.0	-19.0	-19.0	1	1	0	1	19.0	N		-	
RHBQ01001720	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
MW334946	8.631578947368421	11.457980562016887	-10.0	26.0	11.0	19	6	13	-7	1.0	N		-	
NZ_JAHXZM010000008	29.47826086956522	25.1877637048962	-6.0	69.0	23.0	23	4	19	-15	3.0	N		-	
JAAZEO010000418	2.5	0.5	2.0	3.0	2.5	2	0	2	-2	2.0	N		-	
BK045839	-8.277777777777779	11.39593278106787	-31.0	10.0	-5.5	18	13	5	8	1.0	N		-	
NHIF02000004	-1.8333333333333333	2.544056253745625	-5.0	2.0	-2.5	6	4	2	2	1.0	N		-	
JAGCBE010000172	3.7142857142857144	4.948716593053935	-5.0	11.0	4.5	14	4	10	-6	1.0	N		-	
NZ_LMRS01000060	1.2380952380952381	23.91434071033482	-48.0	40.0	-2.0	21	12	9	3	1.0	N		-	
NC_086023	294.6885245901639	695.8276011513575	-957.0	1457.0	360.0	61	22	39	-17	10.0	N		-	
NZ_JAGGQV010000015	7.9	8.395832299420945	-3.0	23.0	7.5	10	2	8	-6	1.0	N		-	
NZ_VTZS01000003	-320.51020408163265	201.8120081426539	-634.0	27.0	-344.5	98	94	4	90	16.0	N		-	
METS01000001	68.26666666666667	182.59355158210016	-239.0	387.0	71.0	105	45	60	-15	4.0	N		-	
QNAK01000013	3.3333333333333335	3.091206165165235	-1.0	6.0	5.0	3	1	2	-1	1.0	N		-	
JAFWCC010000081	4.142857142857143	4.5959165548986896	-5.0	11.0	4.5	14	3	11	-8	1.0	N		-	
MG592590	-7.486486486486487	22.934243983935513	-40.0	29.0	-12.0	37	22	15	7	5.0	N		-	
MK892849	35.27272727272727	23.035904422487597	-3.0	67.0	35.0	22	2	20	-18	1.0	N		-	
NC_004165	8.0	4.320493798938574	1.0	15.0	8.0	15	0	15	-15	1.0	N		-	
NC_048709	75.98611111111111	58.925681313073305	-25.0	161.0	104.5	72	12	60	-48	1.0	N		-	
DMCA01000255	-0.3333333333333333	1.699673171197595	-2.0	2.0	-1.0	3	2	1	1	1.0	N		-	
NZ_CP048877	-151.23142857142858	625.5474910697616	-1279.0	896.0	-95.5	350	192	158	34	1.0	N		-	
BK018514	6.0	5.510320894796996	-2.0	15.0	5.0	11	2	9	-7	1.0	N		-	
NZ_CAWNTA010000115	-3.909090909090909	21.43257735086535	-28.0	29.0	-17.0	11	6	5	1	1.0	N		-	
LN890962	75.0	44.50040128229985	-16.0	117.0	83.0	7	1	6	-5	16.0	N		-	
DPHC01000024	21.8125	16.3141761590955	-4.0	46.0	21.5	32	4	28	-24	1.0	N		-	
LC629463	-92.07964601769912	69.43554235020864	-205.0	32.0	-111.0	113	97	16	81	1.0	N		-	
NZ_VEKM01000054	8.153846153846153	7.634397400492003	-3.0	22.0	7.0	13	2	11	-9	1.0	N		-	
DOES01000045	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
DUHL01000032	-1.25	1.479019945774904	-3.0	1.0	-1.5	4	3	1	2	1.0	N		-	
OR544955	30.503225806451614	79.03795529168848	-97.0	171.0	19.0	155	68	87	-19	1.0	N		-	
DASPIX010000166	5.666666666666667	4.307615994440028	1.0	12.0	4.0	6	0	6	-6	1.0	N		-	
NZ_CAQNSG010000079	-3.6	3.746998799039039	-9.0	3.0	-3.5	10	8	2	6	1.0	N		-	
LR798356	47.54761904761905	35.853672443201674	-10.0	105.0	50.5	42	6	36	-30	2.0	N		-	
NZ_CP011267	-816.6021126760563	567.646959437745	-1825.0	190.0	-829.5	284	257	27	230	2.0	N		-	
NZ_FNHZ01000001	-204.46511627906978	226.2646730523749	-573.0	227.0	-216.0	172	132	40	92	1.0	N		-	
SHUI01000117	2.0	1.0	1.0	3.0	2.0	2	0	2	-2	1.0	N		-	
MZ570263	9.055555555555555	7.336909902239515	-3.0	22.0	7.5	18	2	16	-14	1.0	N		-	
NC_049472	-26.838383838383837	63.86644952685095	-133.0	80.0	-33.0	99	57	42	15	2.0	N		-	
DNMS01000263	-2.0	1.0	-3.0	-1.0	-2.0	2	2	0	2	1.0	N		-	
NZ_MBSO01000022	-35.61538461538461	24.941588566823214	-71.0	3.0	-35.0	13	11	2	9	2.0	N		-	
PBFK01000005	88.9795918367347	75.59950593616725	-34.0	231.0	91.0	49	9	40	-31	1.0	N		phrog_17	-16.0
NZ_LMNU01000001	461.8944099378882	359.6695792557985	-72.0	1110.0	420.0	161	15	146	-131	1.0	N		-	
NHBR02000105	11.270833333333334	30.72847456847729	-43.0	63.0	6.5	48	19	29	-10	1.0	N		-	
JAQVOC010000001	38.680851063829785	55.53707076415648	-51.0	173.0	33.5	94	26	68	-42	1.0	N		-	
PBMZ01000187	3.3333333333333335	6.018490028422597	-5.0	9.0	6.0	3	1	2	-1	5.0	N		-	
DQKG01000082	-0.6	2.4166091947189146	-4.0	3.0	-1.0	5	3	2	1	1.0	N		-	
DNXO01000085	2.8333333333333335	6.568020165079344	-6.0	10.0	4.5	6	2	4	-2	1.0	N		-	
DTUU01000003	1.75	1.920286436967152	-1.0	4.0	2.0	4	1	3	-2	1.0	N		-	
JAGNRH010000091	-6.833333333333333	2.1147629234082532	-10.0	-4.0	-6.5	6	6	0	6	4.0	N		-	
BK041972	2.689655172413793	29.17734530747166	-51.0	52.0	-2.0	29	15	14	1	2.0	N		-	
MN038175	-125.888	82.96410944498832	-251.0	14.0	-135.0	125	111	14	97	1.0	N		-	
NZ_CP151968	957.5931558935362	771.8497816469494	-484.0	2216.0	1013.0	526	76	450	-374	3.0	N		-	
LR797107	-15.466666666666667	13.734951360994653	-35.0	9.0	-16.0	15	12	3	9	1.0	N		-	
RGKA01000088	2.5	1.5	1.0	4.0	2.5	2	0	2	-2	1.0	N		-	
NZ_RXKH01000094	1.5	0.5	1.0	2.0	1.5	2	0	2	-2	1.0	N		-	
LR798211	-16.695652173913043	14.730727372485559	-44.0	7.0	-14.0	23	19	4	15	2.0	N		-	
BK021513	-3.4444444444444446	4.693047129320639	-10.0	3.0	-3.0	9	6	3	3	1.0	N		-	
LR796761	18.318181818181817	14.245849040195289	-3.0	47.0	16.5	22	1	21	-20	2.0	N		-	
MK892485	-8.25	11.140204965199997	-25.0	11.0	-7.5	24	17	7	10	2.0	N		-	
MWBZ01000034	8.125	6.9899481400079075	-1.0	22.0	9.0	8	1	7	-6	1.0	N		-	
NC_041887	10.846153846153847	53.977838976673716	-77.0	136.0	2.0	65	31	34	-3	1.0	N		-	
DSCA01000005	-5.8	2.9257477676655586	-10.0	-1.0	-6.0	5	5	0	5	1.0	N		phrog_947	-10.0
NZ_LNCU01000011	-43.611111111111114	41.046232590538	-119.0	5.0	-37.5	18	16	2	14	1.0	N		-	
LR796237	135.104	137.5835934404971	-79.0	343.0	144.0	125	30	95	-65	1.0	N		-	
NZ_QRUU01000014	25.11111111111111	11.435271404683206	11.0	44.0	22.0	9	0	9	-9	11.0	N		-	
NZ_SRSF01000013	37.0	21.475567512873788	-1.0	67.0	42.0	10	1	9	-8	1.0	N		-	
KX507045	-8.363636363636363	15.739966851103251	-37.0	17.0	-10.0	33	22	11	11	1.0	N		-	
JAGCOX010000050	-3.4285714285714284	2.6649654437396615	-7.0	1.0	-4.0	7	6	1	5	1.0	N		-	
KX160207	-17.318181818181817	15.550172064632257	-44.0	8.0	-15.5	44	37	7	30	1.0	N		-	
MN855763	-32.007751937984494	84.75322098327143	-162.0	108.0	-43.0	129	81	48	33	1.0	N		-	
LR796211	-17.96	15.40514199869641	-42.0	10.0	-20.0	25	21	4	17	2.0	N		-	
JAYNLF010000336	-2.0	1.0	-3.0	-1.0	-2.0	2	2	0	2	1.0	N		-	
NZ_CP152417	-438.6015625	1207.4596795362947	-2442.0	1686.0	-367.0	768	445	323	122	1.0	N		-	
BK014698	7.636363636363637	5.139379645491844	-1.0	17.0	7.0	11	1	10	-9	1.0	N		-	
RGIZ01000643	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
DURN01000035	0.3333333333333333	9.877021593352703	-9.0	14.0	-4.0	3	2	1	1	4.0	N		-	
NVUQ01000034	7.571428571428571	14.855082274688185	-19.0	32.0	12.0	14	5	9	-4	2.0	N		-	
BK038204	2.8333333333333335	5.096294950473552	-7.0	10.0	3.5	12	4	8	-4	1.0	N		-	
LR796380	6.9787234042553195	58.82827130515805	-90.0	121.0	-1.5	94	48	46	2	1.0	N		-	
LR796291	19.434782608695652	13.077780981019817	-11.0	41.0	23.0	23	2	21	-19	1.0	N		-	
PAUJ01000027	6.0588235294117645	13.514569864258238	-11.0	32.0	3.0	17	7	10	-3	1.0	N		-	
OP073953	4.416666666666667	3.8396686778360913	-2.0	11.0	4.5	12	2	10	-8	1.0	N		-	
NC_012530	29.573333333333334	37.858393462421986	-76.0	105.0	33.0	75	15	60	-45	1.0	N		-	
NC_047772	-17.441176470588236	14.647206472206445	-45.0	5.0	-18.5	34	29	5	24	1.0	N		-	
DATHOG010000003	-50.5	4.387482193696061	-55.0	-44.0	-51.5	4	4	0	4	44.0	N		-	
NZEE01000076	1.5	1.8027756377319946	-1.0	4.0	1.5	4	1	3	-2	1.0	N		-	
NW_005178032	-199.30434782608697	120.23362576128653	-368.0	-4.0	-213.0	23	23	0	23	4.0	N		-	
LR796706	30.678571428571427	16.55737550680872	4.0	55.0	35.0	28	0	28	-28	4.0	N		-	
MT708547	88.47126436781609	102.61476211612295	-214.0	328.0	95.0	174	36	138	-102	1.0	N		-	
JAFWJA010000006	-0.15384615384615385	6.419275706161558	-9.0	11.0	-1.0	13	7	6	1	1.0	N		-	
NZ_CP068419	1016.651282051282	760.6625562952593	-268.0	2256.0	1015.5	390	52	338	-286	2.0	N		-	
NZ_FZNE01000003	42.333333333333336	93.6418709766096	-97.0	198.0	26.0	45	17	28	-11	1.0	N		-	
LR796139	-14.954545454545455	19.59238551703018	-46.0	15.0	-15.0	22	16	6	10	2.0	N		-	
MT354570	-11.793103448275861	11.484260024034777	-33.0	6.0	-10.0	29	23	6	17	1.0	N		phrog_9556	-26.0
LR797828	-16.63157894736842	12.170761020688667	-37.0	2.0	-13.0	19	18	1	17	1.0	N		-	
PBKW01000001	-3.25	5.3870987862979955	-13.0	4.0	-2.5	12	8	4	4	1.0	N		-	
NZ_CP043624	1203.985559566787	1011.1678399323703	-431.0	2880.0	1176.0	554	74	480	-406	1.0	N		-	
NZ_PYGI01000019	-20.227272727272727	29.255818097636297	-73.0	20.0	-26.5	22	13	9	4	4.0	N		-	
JAFKJR010000003	215.81954887218046	224.90726023867515	-167.0	620.0	216.0	133	35	98	-63	1.0	N		-	
BK013347	-11.8	16.31441080762649	-37.0	13.0	-13.0	15	10	5	5	1.0	N		-	
NZ_CP026328	215.17684210526315	712.1461191656241	-1031.0	1575.0	167.0	475	166	309	-143	1.0	N		-	
NZ_FPAT01000007	62.11538461538461	88.80481056056719	-65.0	196.0	45.0	52	18	34	-16	2.0	N		-	
NZ_JAASRN010000002	154.44915254237287	255.25662054056556	-301.0	530.0	174.5	118	36	82	-46	18.0	N		-	
NZ_LT907980	-914.4140845070423	1233.008988840791	-2902.0	1215.0	-912.5	710	506	204	302	3.0	N		-	
LR796571	12.0625	14.493398281631537	-7.0	35.0	10.5	16	5	11	-6	2.0	N		-	
JAXFPW010000026	3.4	5.10294032886923	-6.0	10.0	4.0	10	3	7	-4	1.0	N		-	
NZ_JACBXL010000020	10.166666666666666	20.846662402728484	-15.0	49.0	3.5	18	7	11	-4	1.0	N		-	
NZ_CP043865	-1171.4886877828055	754.05615858128	-2478.0	73.0	-1133.0	663	631	32	599	2.0	N		-	
FNFC01000017	-33.0	14.93796696819407	-56.0	-10.0	-35.5	14	14	0	14	10.0	N		-	
BTUW01000009	42.388888888888886	30.71940915391167	-11.0	90.0	42.0	18	2	16	-14	1.0	N		-	
BK055710	5.636363636363637	6.609534810652194	-7.0	13.0	8.0	11	2	9	-7	1.0	N		-	
RGWU01000882	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
MG269973	-21.76923076923077	14.33207186779597	-41.0	6.0	-26.0	13	12	1	11	2.0	N		-	
JAPJNE010000272	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
JANXBH010000024	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
AP017647	-345.08181818181816	455.7484978645406	-1102.0	491.0	-396.5	220	158	62	96	7.0	N		-	
KY684111	-46.40909090909091	38.554163895991934	-104.0	18.0	-47.5	22	18	4	14	3.0	N		-	
NZ_JAJOHX010000017	6.761904761904762	8.314672985035104	-13.0	19.0	7.0	21	4	17	-13	1.0	N		-	
JACNIA010000013	7.4	6.151422599691879	-1.0	14.0	11.0	5	1	4	-3	1.0	N		-	
NC_014917	-34.333333333333336	31.416909813382702	-84.0	11.0	-41.0	15	11	4	7	1.0	N		-	
NZ_CP073348	-803.6598639455782	546.68404232298	-1733.0	185.0	-839.0	294	251	43	208	9.0	N		-	
DUBU01000012	-3.5	2.0615528128088303	-6.0	-1.0	-3.5	4	4	0	4	1.0	N		-	
NC_049383	5.262295081967213	76.96090164244339	-138.0	151.0	18.0	61	28	33	-5	1.0	N		-	
NC_021328	-56.07692307692308	70.41084000729252	-153.0	95.0	-72.5	52	37	15	22	10.0	N		-	
NZ_VUOB01000042	-20.95	40.963978078306795	-90.0	54.0	-22.5	20	15	5	10	3.0	N		-	
JAGBAI010000003	-10.9	5.068530358989674	-17.0	1.0	-11.5	10	9	1	8	1.0	N		-	
WLQF01000192	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NZ_JBFJQD010000372	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
CP007053	-2606.169757489301	1805.5612982422424	-5732.0	223.0	-2506.0	701	678	23	655	16.0	N		-	
LR796734	15.611650485436893	67.88471566963908	-106.0	120.0	34.0	103	38	65	-27	1.0	N		-	
JADLHF010000091	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NZ_SRUW01000008	-21.475409836065573	106.28659162499409	-212.0	159.0	-7.0	61	36	25	11	1.0	N		-	
LC629476	104.33620689655173	69.57567747393621	-25.0	223.0	99.5	116	12	104	-92	1.0	N		-	
DRFP01000366	-5.0	1.0	-6.0	-4.0	-5.0	2	2	0	2	4.0	N		-	
NZ_JAESDL010000020	17.8	9.785703858180055	7.0	36.0	15.0	5	0	5	-5	7.0	N		-	
LR798294	-0.42592592592592593	61.8612850424692	-110.0	130.0	2.5	108	52	56	-4	1.0	N		-	
AWSJ01000245	10.6	5.2	1.0	16.0	12.0	5	0	5	-5	1.0	N		-	
JABSRW010000714	-1.25	1.479019945774904	-3.0	1.0	-1.5	4	3	1	2	1.0	N		-	
NC_053426	68.8	451.04085436653327	-688.0	809.0	94.0	65	28	37	-9	90.0	N		-	
MT259468	-11.333333333333334	11.338234234463298	-29.0	15.0	-10.5	24	20	4	16	1.0	N		phrog_9556	-26.0
LR798249	24.36842105263158	16.57268051982504	-2.0	51.0	21.0	19	1	18	-17	2.0	N		-	
NZRF01000035	2.0	4.0	-4.0	7.0	3.0	5	2	3	-1	1.0	N		-	
NC_011026	-1005.1662817551963	769.7429552480965	-2330.0	368.0	-982.0	433	384	49	335	8.0	N		-	
NZ_FNCP01000013	-37.04347826086956	27.46615033070084	-87.0	12.0	-40.0	23	19	4	15	2.0	N		-	
CP003096	653.3833333333333	526.4138071791895	-310.0	1538.0	681.0	300	42	258	-216	4.0	N		-	
NC_025436	-33.723076923076924	57.47093116519066	-120.0	79.0	-37.0	65	40	25	15	2.0	N		-	
LR796449	4.9411764705882355	14.666771521067991	-19.0	26.0	7.0	17	6	11	-5	3.0	N		-	
NZ_RJJX01000015	28.733333333333334	18.21891568916462	5.0	59.0	27.0	15	0	15	-15	5.0	N		-	
JACNGN010000036	-0.6666666666666666	1.247219128924647	-2.0	1.0	-1.0	3	2	1	1	1.0	N		-	
RXKI01000005	-0.5714285714285714	2.4411439272335804	-4.0	3.0	-1.0	7	4	3	1	1.0	N		-	
NZ_BRRI01000008	-28.945454545454545	36.48831353725996	-113.0	50.0	-27.0	55	44	11	33	1.0	N		-	
BK043702	6.222222222222222	4.98392477600129	-1.0	16.0	7.0	9	1	8	-7	1.0	N		-	
JAGCBE010000332	3.0	4.451761653343743	-6.0	9.0	4.0	11	3	8	-5	1.0	N		-	
JAIPJC010000134	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
LR796423	20.782608695652176	75.9189250174382	-94.0	173.0	11.0	115	50	65	-15	1.0	N		-	
NZ_NZML01000052	2.111111111111111	3.6038388311615233	-3.0	8.0	2.0	9	3	6	-3	1.0	N		-	
MK072066	13.0	52.86208471106678	-62.0	83.0	18.5	10	4	6	-2	10.0	N		-	
BK051310	5.266666666666667	9.5391590591391	-14.0	20.0	4.0	15	4	11	-7	1.0	N		-	
BK057936	-4.444444444444445	4.323350324076381	-10.0	3.0	-5.0	9	7	2	5	1.0	N		-	
DUVT01000099	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
PP179332	-19.728395061728396	85.8794751698499	-161.0	93.0	5.0	81	39	42	-3	1.0	N		-	
NC_055784	-19.81578947368421	29.367772582918075	-66.0	44.0	-22.5	38	29	9	20	1.0	N		-	
JAQYOZ010000056	4.529411764705882	6.946159726647299	-11.0	14.0	5.0	17	4	13	-9	1.0	N		-	
NZ_NKDB02000002	108.33516483516483	362.6302915144761	-501.0	792.0	47.5	182	71	111	-40	1.0	N		-	
CP007031	552.4943566591422	936.1755453834617	-1085.0	2160.0	701.0	443	137	306	-169	1.0	N		-	
NZ_SWKR01000002	-1040.8324742268042	743.3744982278635	-2291.0	227.0	-1035.5	388	352	36	316	1.0	N		-	
MW030556	-0.14285714285714285	5.841442371503106	-8.0	9.0	2.0	7	3	4	-1	2.0	N		-	
NZ_AHAM01000215	-14.076923076923077	11.63192912409326	-36.0	10.0	-16.0	13	11	2	9	1.0	N		-	
MH617769	-27.833333333333332	17.620221968585476	-47.0	1.0	-35.0	12	11	1	10	1.0	N		-	
JAGLQO010000009	-5.111111111111111	9.527089382322673	-18.0	13.0	-6.0	9	7	2	5	2.0	N		-	
LVVK01000019	238.9	203.95033709214604	-88.0	582.0	236.0	40	7	33	-26	3.0	N		-	
MT310898	43.129629629629626	67.95996814473354	-62.0	242.0	42.5	54	16	38	-22	1.0	N		-	
JAGIAN010000191	4.666666666666667	2.6246692913372702	1.0	7.0	6.0	3	0	3	-3	1.0	N		-	
BK021178	-4.8	4.377213725647858	-11.0	2.0	-4.5	10	8	2	6	1.0	N		-	
SOKI01000156	8.590909090909092	20.216238052410628	-18.0	38.0	5.5	22	11	11	0	4.0	N		-	
JAFIGC010000042	6.0	0.0	6.0	6.0	6.0	1	0	1	-1	6.0	N		-	
BK026342	-5.3	3.9	-11.0	1.0	-5.0	10	9	1	8	1.0	N		-	
RGWU01000192	3.0	1.4142135623730951	1.0	5.0	3.0	5	0	5	-5	1.0	N		-	
BK043980	5.181818181818182	4.763844547845055	-2.0	12.0	4.0	11	2	9	-7	1.0	N		-	
JAPLNJ010001226	5.0	0.0	5.0	5.0	5.0	1	0	1	-1	5.0	N		-	
ABJPJW010000008	78.29347826086956	52.505804657050156	-6.0	183.0	84.0	92	4	88	-84	1.0	N		-	
RFLP01000289	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
NC_048190	-50.839285714285715	45.067717613812746	-122.0	17.0	-42.5	56	49	7	42	1.0	N		-	
JBAZTQ010000018	15.25	4.380353866983808	9.0	21.0	15.5	4	0	4	-4	9.0	N		-	
MW824370	20.74074074074074	71.85131729468965	-67.0	142.0	-4.0	81	43	38	5	1.0	N		-	
NZ_BOSC01000001	1441.3415697674418	1126.9123079902274	-506.0	3263.0	1521.0	688	101	587	-486	1.0	N		-	
NZ_SMFM01000002	113.82876712328768	226.01146654112276	-232.0	558.0	61.0	146	54	92	-38	1.0	N		-	
BK047707	-2.375	5.56636101955308	-11.0	9.0	-3.5	8	6	2	4	1.0	N		-	
NC_047901	77.98958333333333	56.46615778345813	-42.0	172.0	79.5	96	7	89	-82	1.0	N		-	
NC_038251	-856.8166666666667	868.3843393528774	-2502.0	577.0	-743.5	180	146	34	112	17.0	N		-	
JAGAJW010000058	0.6666666666666666	1.247219128924647	-1.0	2.0	1.0	3	1	2	-1	1.0	N		-	
MVBO01000035	5.75	10.40132203135736	-6.0	18.0	5.5	4	2	2	0	3.0	N		-	
NW_020194005	-734.5833333333334	414.4764686391202	-1412.0	58.0	-745.5	96	94	2	92	6.0	N		-	
NC_049970	7.0	4.546060565661952	-1.0	15.0	7.0	15	1	14	-13	1.0	N		-	
PAOR01000016	-3.888888888888889	4.483164667073781	-13.0	2.0	-3.0	9	7	2	5	1.0	N		-	
JAFTXS010000183	-1.25	1.479019945774904	-3.0	1.0	-1.5	4	3	1	2	1.0	N		-	
DRBS01000193	-5.6	5.607138307550474	-12.0	4.0	-8.0	5	4	1	3	3.0	N		-	
LXWU02000002	422.62295081967216	297.16679446996596	-61.0	940.0	377.5	122	10	112	-102	1.0	N		-	
NC_020849	-33.54761904761905	24.543646623294613	-90.0	4.0	-29.5	42	38	4	34	1.0	N		-	
NZ_CP110622	-778.0244444444445	723.7131395044296	-2043.0	468.0	-775.0	450	370	80	290	1.0	N		-	
PBLP01000075	-11.2	8.304215796810679	-21.0	-1.0	-11.0	5	5	0	5	1.0	N		-	
DOBJ01000020	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1	3.0	N		-	
RGCK01000585	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NW_019268541	-107.3170731707317	173.94328190034514	-401.0	236.0	-114.0	41	32	9	23	4.0	N		-	
JAGWHL010000382	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
SVSY01000040	-10.0	0.0	-10.0	-10.0	-10.0	1	1	0	1	10.0	N		-	
PFVA01000144	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
JAFVSF010000121	-1.3333333333333333	2.0548046676563256	-4.0	1.0	-1.0	3	2	1	1	1.0	N		-	
DPCC01000156	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
MK170447	15.619047619047619	28.04668928849449	-34.0	58.0	24.0	21	7	14	-7	6.0	N		-	
NZ_CP019964	380.3766233766234	277.3550183551404	-109.0	847.0	383.5	154	14	140	-126	5.0	N		-	
JAFWJA010000010	1.2142857142857142	6.826195043764146	-12.0	10.0	2.5	14	5	9	-4	1.0	N		-	
NZ_BBYR01000037	-39.30769230769231	32.1735309637372	-107.0	9.0	-34.0	13	12	1	11	1.0	N		-	
LHYE01000002	-10.5	11.985407794480754	-30.0	6.0	-9.0	10	7	3	4	1.0	N		-	
NZAU01000155	-5.529411764705882	6.088732574178438	-16.0	5.0	-6.0	17	13	4	9	1.0	N		-	
NZ_AOII01000038	-23.31578947368421	26.653828858116878	-65.0	8.0	-15.0	19	13	6	7	1.0	N		-	
BK016125	26.333333333333332	12.133516482134198	-1.0	39.0	32.0	12	1	11	-10	1.0	N		-	
NZ_BDJG01000022	9.64864864864865	54.430822059433766	-59.0	102.0	-12.0	37	20	17	3	2.0	N		-	
JASMFQ010000050	1.125	2.7128168017763383	-3.0	5.0	1.5	8	3	5	-2	1.0	N		-	
NZ_JACHFE010000005	-69.2439024390244	92.64034323407415	-221.0	72.0	-70.0	41	30	11	19	2.0	N		-	
NZEU01000015	-24.657894736842106	25.877521556046602	-65.0	13.0	-17.0	38	30	8	22	1.0	N		-	
FUZS01000009	34.81818181818182	34.41806656082128	-13.0	89.0	39.5	22	5	17	-12	3.0	N		-	
JAYNJB010000053	-2.111111111111111	3.541639433446495	-8.0	3.0	-2.0	9	6	3	3	1.0	N		-	
QMRH01000031	8.0	15.31883372410141	-5.0	30.0	-1.0	6	3	3	0	1.0	N		-	
NZ_JADMTJ010000006	-6.583333333333333	43.68598491252976	-84.0	64.0	-6.5	36	20	16	4	1.0	N		-	
