seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NVXB01000001.1	60611	No terminal repeats	NA	81	11	0.9994	0.0003	17	76.8229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JAERLO010000001.1|provirus_27272_61723	34452	Provirus	27272-61723	41	11	0.9994	0.0003	15	42.7434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MW067004.1	31094	No terminal repeats	NA	29	11	0.9994	0.0003	10	42.9508	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
JBIWMT010000003.1|provirus_3_35680	35678	Provirus	3-35680	57	11	0.9994	0.0003	7	37.8314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCOX010000050.1	7780	No terminal repeats	NA	13	11	0.9994	0.0003	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ON758385.1	60605	No terminal repeats	NA	96	11	0.9994	0.0003	7	64.2114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK029952.1	15843	ITR	NA	26	11	0.9994	0.0003	5	17.4208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DLWG01000245.1	24030	No terminal repeats	NA	23	11	0.9994	0.0003	0	4.9061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KM096544.1	43755	ITR	NA	38	11	0.9994	0.0003	14	54.9850	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
BK013347.1	41208	No terminal repeats	NA	52	11	0.9994	0.0003	3	16.7327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZGN01000038.1	60590	No terminal repeats	NA	91	11	0.9994	0.0003	17	127.1082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JQCB01000003.1|provirus_23206_37589	14384	Provirus	23206-37589	31	11	0.9994	0.0003	0	18.0041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CAQHYD010000051.1	15690	ITR	NA	21	11	0.9994	0.0003	3	15.0337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAAWLJ010000181.1	5448	No terminal repeats	NA	6	11	0.9994	0.0003	1	6.6257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCCP010000051.1	17434	No terminal repeats	NA	28	11	0.9994	0.0003	5	16.3006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JAJOHX010000017.1|provirus_9419_41441	32023	Provirus	9419-41441	33	11	0.9994	0.0003	10	32.8188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN582103.1	53969	No terminal repeats	NA	67	11	0.9994	0.0003	2	44.9050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JN880452.1	35705	ITR	NA	35	11	0.9994	0.0003	26	58.4216	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
BK035736.1	43494	No terminal repeats	NA	44	11	0.9994	0.0003	5	18.9298	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796205.1	37664	No terminal repeats	NA	65	11	0.9994	0.0003	1	42.2062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CAQNSG010000079.1	13865	No terminal repeats	NA	14	11	0.9994	0.0003	3	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JAUNSF010000011.1|provirus_3_36237	36235	Provirus	3-36237	36	11	0.9994	0.0003	4	29.9823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK054523.1	23938	No terminal repeats	NA	35	11	0.9994	0.0003	4	23.1184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN582104.1	31299	No terminal repeats	NA	50	11	0.9994	0.0003	9	25.6428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZAU01000107.1	8866	No terminal repeats	NA	9	11	0.9994	0.0003	3	13.2654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
BK035515.1	17525	ITR	NA	22	11	0.9994	0.0003	3	16.8562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_NUQY01000043.1|provirus_208_35157	34950	Provirus	208-35157	46	11	0.9994	0.0003	15	49.5931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFZEN010000025.1	8682	No terminal repeats	NA	15	11	0.9994	0.0003	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK018993.1	20201	No terminal repeats	NA	26	11	0.9994	0.0003	6	19.1483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCAQ010000434.1	3068	No terminal repeats	NA	4	11	0.9994	0.0003	0	3.1891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RFVH01001085.1	1229	No terminal repeats	NA	3	11	0.9994	0.0003	1	4.6371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SSEM01000350.1	10612	No terminal repeats	NA	10	11	0.9994	0.0003	2	6.9802	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CP011272.1	60857	No terminal repeats	NA	93	11	0.9994	0.0003	3	25.2098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796623.1	55254	No terminal repeats	NA	74	11	0.9994	0.0003	5	15.6007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_SRUW01000008.1|provirus_16931_34034	17104	Provirus	16931-34034	24	11	0.9994	0.0003	4	13.5885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK016733.1	22405	No terminal repeats	NA	29	11	0.9994	0.0003	2	14.4175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK500415.1	17943	No terminal repeats	NA	13	11	0.9994	0.0003	0	3.4296	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
MK892597.1	36253	No terminal repeats	NA	51	11	0.9994	0.0003	6	72.5705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796544.1	41496	No terminal repeats	NA	54	11	0.9994	0.0003	4	20.1170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KT997803.1|provirus_18030_30479	12450	Provirus	18030-30479	17	11	0.9994	0.0004	3	12.5518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK020061.1	14113	ITR	NA	23	11	0.9994	0.0004	4	15.2171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PP352021.1	6602	No terminal repeats	NA	5	11	0.9994	0.0004	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
MW334946.1	45087	No terminal repeats	NA	71	11	0.9994	0.0004	12	44.7527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN856096.1	53938	No terminal repeats	NA	76	11	0.9994	0.0004	1	15.6051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CP147717.1|provirus_15710_40128	24419	Provirus	15710-40128	39	11	0.9994	0.0004	3	21.0756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK015993.1	19464	No terminal repeats	NA	23	11	0.9994	0.0004	4	13.2148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_025962.1	31735	No terminal repeats	NA	32	11	0.9994	0.0004	9	36.0839	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
PP272799.1	2938	No terminal repeats	NA	2	11	0.9994	0.0004	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
NC_048827.1	60674	No terminal repeats	NA	89	11	0.9994	0.0004	11	53.0967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_LGJH01000162.1|provirus_2_34852	34851	Provirus	2-34852	37	11	0.9994	0.0004	4	22.7387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_070650.1	61775	No terminal repeats	NA	82	11	0.9994	0.0004	3	31.9052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFPAN010000129.1	16178	No terminal repeats	NA	26	11	0.9994	0.0004	3	14.4627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK250085.1	61361	No terminal repeats	NA	62	11	0.9994	0.0004	0	15.2290	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;
BK029353.1	17701	No terminal repeats	NA	16	11	0.9994	0.0004	3	13.7444	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MT764845.1	61370	No terminal repeats	NA	94	11	0.9994	0.0004	10	60.4804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_077067.1	63377	No terminal repeats	NA	50	11	0.9994	0.0004	1	4.1586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PBYU01000030.1	9579	No terminal repeats	NA	13	11	0.9994	0.0004	4	17.1815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR798356.1	38813	No terminal repeats	NA	51	11	0.9994	0.0004	1	15.7562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MT773557.1	60006	No terminal repeats	NA	85	11	0.9994	0.0004	13	77.7441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CABVDY010000072.1	13158	No terminal repeats	NA	17	11	0.9994	0.0004	3	18.3992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048651.1	51606	No terminal repeats	NA	82	11	0.9994	0.0004	12	71.5647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NHGR01000066.1	10683	No terminal repeats	NA	19	11	0.9994	0.0004	1	6.4867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_LYXZ01000053.1|provirus_28455_61876	33422	Provirus	28455-61876	33	11	0.9994	0.0004	9	19.4014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_042083.1	16523	ITR	NA	33	11	0.9994	0.0004	2	9.2344	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NC_021330.1	60797	No terminal repeats	NA	74	11	0.9994	0.0004	5	68.7300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Druskaviridae
JX997176.1	60911	No terminal repeats	NA	69	11	0.9994	0.0004	9	41.3919	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
LR796496.1	60812	No terminal repeats	NA	79	11	0.9994	0.0004	3	20.7881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CP068419.1|provirus_11567_47765	36199	Provirus	11567-47765	54	11	0.9994	0.0004	6	27.0318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK037030.1	14100	No terminal repeats	NA	19	11	0.9994	0.0004	4	18.2631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_LMFK01000012.1|provirus_2_39995	39994	Provirus	2-39995	54	11	0.9994	0.0004	9	42.7165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK017338.1	13283	No terminal repeats	NA	19	11	0.9994	0.0004	3	11.7805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
QNFV01000156.1	4603	No terminal repeats	NA	6	11	0.9994	0.0004	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AMFJ01005424.1	2774	No terminal repeats	NA	2	11	0.9993	0.0004	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_LAJX01000007.1|provirus_16394_50094	33701	Provirus	16394-50094	64	11	0.9993	0.0004	3	27.1599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK043702.1	14700	ITR	NA	19	11	0.9993	0.0004	3	15.4619	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048037.1	37311	ITR	NA	62	11	0.9993	0.0004	0	14.2735	Viruses;Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae
JAGWLI010000132.1	14796	No terminal repeats	NA	25	11	0.9993	0.0004	2	11.8562	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
BK040862.1	37850	No terminal repeats	NA	41	11	0.9993	0.0004	1	15.2951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MT711977.1	47301	DTR	NA	91	11	0.9993	0.0004	7	48.5483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK038692.1	60809	No terminal repeats	NA	57	11	0.9993	0.0004	3	29.2898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DATMTI010000622.1	4467	No terminal repeats	NA	7	11	0.9993	0.0004	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_BAQA01000037.1	35457	No terminal repeats	NA	47	11	0.9993	0.0004	15	41.8367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_FOTK01000061.1	21035	No terminal repeats	NA	39	11	0.9993	0.0004	0	9.0829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CP171125.1|provirus_3_46266	46264	Provirus	3-46266	67	11	0.9993	0.0004	5	47.4289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
NZ_BDJG01000022.1|provirus_3_34840	34838	Provirus	3-34840	54	11	0.9993	0.0004	5	31.0268	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK017272.1	18399	ITR	NA	27	11	0.9993	0.0004	3	16.8588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892704.1	58125	No terminal repeats	NA	76	11	0.9993	0.0004	4	28.2025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KT997862.1	35974	DTR	NA	52	11	0.9993	0.0004	3	15.0134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_075448.1	48395	ITR	NA	44	11	0.9993	0.0004	8	17.7133	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
DASSUK010000381.1	1940	No terminal repeats	NA	4	11	0.9993	0.0004	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_BBYM01000005.1|provirus_1_38314	38314	Provirus	1-38314	59	11	0.9993	0.0004	7	32.8487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_MDBX01000057.1|provirus_22054_62190	40137	Provirus	22054-62190	50	11	0.9993	0.0004	14	47.4548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RGQQ01000011.1	10921	No terminal repeats	NA	13	11	0.9993	0.0004	6	10.2651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFWCC010000082.1	13811	ITR	NA	20	11	0.9993	0.0004	3	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796257.1	43966	No terminal repeats	NA	66	11	0.9993	0.0004	9	43.9252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK015931.1	13699	No terminal repeats	NA	18	11	0.9993	0.0004	3	15.3689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JBDRFA010000057.1	6503	No terminal repeats	NA	18	11	0.9993	0.0004	0	6.3435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_SCIN01000004.1|provirus_15877_62466	46590	Provirus	15877-62466	55	11	0.9993	0.0004	16	42.4838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAYNLF010000336.1	3109	No terminal repeats	NA	9	11	0.9993	0.0004	0	3.0143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
MT790999.1	33869	No terminal repeats	NA	31	11	0.9993	0.0004	20	49.8302	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
BK018806.1	17342	No terminal repeats	NA	26	11	0.9993	0.0004	3	16.8588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JAFNMG010000001.1|provirus_26710_60862	34153	Provirus	26710-60862	58	11	0.9992	0.0004	6	48.2731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_000964.3	60416	No terminal repeats	NA	82	11	0.9992	0.0004	4	85.8931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
OP030908.1	60437	No terminal repeats	NA	103	11	0.9992	0.0004	1	34.6341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZER01000267.1	33120	No terminal repeats	NA	48	11	0.9992	0.0004	4	18.5874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JZAM01000360.1|provirus_3_39714	39712	Provirus	3-39714	58	11	0.9992	0.0004	5	47.7030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_LWTT01000002.1|provirus_1_38949	38949	Provirus	1-38949	50	11	0.9992	0.0004	9	47.7799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JBAYUE010000068.1	14126	No terminal repeats	NA	19	11	0.9992	0.0004	0	6.9147	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LC469780.1	33255	No terminal repeats	NA	26	11	0.9992	0.0004	10	34.3656	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
NCAM01000214.1|provirus_1_11068	11068	Provirus	1-11068	11	11	0.9992	0.0004	3	8.8529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
VGGS01000006.1	13808	No terminal repeats	NA	16	11	0.9992	0.0004	6	23.0428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796199.1	37479	No terminal repeats	NA	39	11	0.9992	0.0004	5	37.2639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JASMFQ010000219.1	3904	No terminal repeats	NA	7	11	0.9992	0.0004	3	9.7919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MT310898.1	60794	No terminal repeats	NA	90	11	0.9992	0.0004	0	37.4088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAOKQO010000001.1	22154	No terminal repeats	NA	23	11	0.9992	0.0004	10	32.1422	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_001734.1	30536	ITR	NA	31	11	0.9992	0.0004	17	48.1119	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
JAACRV010000003.1	59615	No terminal repeats	NA	84	11	0.9992	0.0004	14	60.4971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAKUSJ010000019.1	2740	No terminal repeats	NA	5	11	0.9992	0.0004	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DRHV01000214.1	12278	No terminal repeats	NA	14	11	0.9992	0.0004	0	1.5228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_VJON01000041.1	27992	No terminal repeats	NA	37	11	0.9992	0.0004	0	10.6107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_010153.1	36895	No terminal repeats	NA	57	11	0.9992	0.0004	0	87.6477	Viruses;Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae
JBAZJX010000323.1	3796	No terminal repeats	NA	7	11	0.9992	0.0004	0	4.3178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JAHNZO010000006.1|provirus_1_26692	26692	Provirus	1-26692	57	11	0.9991	0.0004	0	10.4224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796418.1	60506	No terminal repeats	NA	82	11	0.9991	0.0004	3	52.5369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JACSWY010000016.1|provirus_2_19938	19937	Provirus	2-19938	27	11	0.9991	0.0004	4	16.9348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
QMMK01000003.1	19103	No terminal repeats	NA	34	11	0.9991	0.0004	1	15.8341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
NZ_CABITV010000002.1|provirus_26127_36490	10364	Provirus	26127-36490	16	11	0.9991	0.0004	1	8.7982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_NZMR01000065.1	25439	No terminal repeats	NA	19	11	0.9991	0.0004	6	29.3882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
OL656105.1	17065	ITR	NA	32	11	0.9991	0.0004	0	3.7764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_AZRV01000006.1|provirus_2_37138	37137	Provirus	2-37138	65	11	0.9991	0.0004	14	54.0858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JAHNZO010000006.1|provirus_37882_61235	23354	Provirus	37882-61235	29	11	0.9991	0.0004	3	14.6377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MZ440852.1	61340	No terminal repeats	NA	75	11	0.9991	0.0004	1	16.1149	Viruses;;;;;;
DASPYK010000453.1	6169	No terminal repeats	NA	10	11	0.9991	0.0004	1	4.8437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CACSAS010000001.1|provirus_104_39071	38968	Provirus	104-39071	50	11	0.9991	0.0004	6	33.0050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_041997.1	48910	No terminal repeats	NA	81	11	0.9991	0.0004	10	61.1578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR797252.1	60788	No terminal repeats	NA	84	11	0.9991	0.0004	1	26.0516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_LXEP01000033.1	61904	No terminal repeats	NA	75	11	0.9991	0.0004	11	20.2676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK034132.1	39025	No terminal repeats	NA	45	11	0.9991	0.0004	3	13.2285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP007031.1|provirus_25697_60613	34917	Provirus	25697-60613	52	11	0.9990	0.0004	7	33.2570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JABHYK010000071.1	3453	No terminal repeats	NA	6	11	0.9990	0.0004	3	8.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_005830.1	20869	No terminal repeats	NA	38	11	0.9990	0.0004	0	9.4009	Viruses;Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;
NZ_LNCU01000011.1|provirus_23116_35916	12801	Provirus	23116-35916	18	11	0.9990	0.0004	0	7.9456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RHCS01000507.1	1770	No terminal repeats	NA	4	11	0.9990	0.0004	2	6.3554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAYNMW010000151.1	1784	No terminal repeats	NA	3	11	0.9990	0.0004	1	4.6371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAKMAF010000021.1	10333	No terminal repeats	NA	17	11	0.9990	0.0004	0	4.4894	Viruses;;;;;;Ampullaviridae
KY290956.1	60806	No terminal repeats	NA	88	11	0.9990	0.0004	23	97.8774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
NC_042353.1	50672	No terminal repeats	NA	63	11	0.9990	0.0004	2	20.7552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK994522.1|provirus_1_42817	42817	Provirus	1-42817	49	11	0.9990	0.0004	1	18.8774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RFSS01000223.1	3030	No terminal repeats	NA	6	11	0.9990	0.0004	3	8.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NC_024486.1	43734	ITR	NA	38	11	0.9990	0.0004	9	34.3656	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
DUBF01000183.1	12743	No terminal repeats	NA	12	11	0.9990	0.0004	5	18.8960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
WQTZ01000078.1	5805	No terminal repeats	NA	8	11	0.9990	0.0004	0	4.7698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
VGLZ01000001.1	23603	No terminal repeats	NA	20	11	0.9990	0.0004	7	26.6003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KR029579.1	39551	No terminal repeats	NA	58	11	0.9989	0.0004	1	15.4209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK066448.1	35082	No terminal repeats	NA	34	11	0.9989	0.0004	9	29.2046	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
NC_028787.1	28489	ITR	NA	54	11	0.9989	0.0004	0	36.6863	Viruses;;;;;;Ampullaviridae
