Unnamed: 0,Hit,%I,aln_hit,E-value,Bit-Score,len(Qry),len(aln),%aln,Database,Method,TP
11995,YP_007346999.1,29.939,658.0,1.36e-180,536.0,679,646.0,0.95139911634757,nr,PSI-BLAST,FAdV-8
11996,ALB78183.1,28.116,658.0,7.499999999999999e-180,535.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
11997,DBA49230.1,30.71,648.0,4.93e-178,531.0,679,636.0,0.9366715758468336,nr,PSI-BLAST,FAdV-8
11998,UVZ42948.1,28.354,656.0,5.43e-178,529.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
11999,YP_009665994.1,27.328,655.0,4.7e-177,527.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
12000,QTH80085.2,28.615,650.0,1.21e-174,521.0,679,641.0,0.9440353460972016,nr,PSI-BLAST,FAdV-8
12001,YP_004935932.1,26.565,655.0,5.19e-168,504.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
12002,YP_009112717.1,31.627,664.0,2.2100000000000002e-167,502.0,679,637.0,0.9381443298969072,nr,PSI-BLAST,FAdV-8
12003,YP_001552248.1,27.795,662.0,8.49e-167,501.0,679,641.0,0.9440353460972016,nr,PSI-BLAST,FAdV-8
12004,YP_004123739.1,27.637,749.0,9.870000000000001e-166,503.0,679,667.0,0.9823269513991164,nr,PSI-BLAST,FAdV-8
12005,YP_004414801.1,26.404,659.0,3.93e-164,494.0,679,658.0,0.9690721649484536,nr,PSI-BLAST,FAdV-8
12006,QZW33688.1,27.7,639.0,9.110000000000001e-164,492.0,679,637.0,0.9381443298969072,nr,PSI-BLAST,FAdV-8
12007,YP_010798521.1,29.351,678.0,1.04e-162,492.0,679,659.0,0.9705449189985272,nr,PSI-BLAST,FAdV-8
12008,YP_009051655.1,28.487,674.0,6.64e-162,489.0,679,656.0,0.9661266568483065,nr,PSI-BLAST,FAdV-8
12009,DBA47500.1,29.272,673.0,4.6100000000000005e-160,484.0,679,653.0,0.9617083946980854,nr,PSI-BLAST,FAdV-8
12010,NP_044703.1,28.241,648.0,3.07e-159,481.0,679,635.0,0.93519882179676,nr,PSI-BLAST,FAdV-8
12011,AGU01647.1,27.466,659.0,5.01e-158,478.0,679,656.0,0.9661266568483065,nr,PSI-BLAST,FAdV-8
12012,NP_047386.1,27.591,656.0,9.56e-156,472.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
12013,QWK52450.1,57.477,428.0,1.77e-149,450.0,679,428.0,0.6303387334315169,nr,PSI-BLAST,FAdV-8
12014,AOC84064.1,99.128,344.0,2.37e-141,440.0,679,344.0,0.5066273932253313,nr,PSI-BLAST,FAdV-8
12015,AOC84064.1,92.877,365.0,1.2000000000000002e-124,397.0,679,365.0,0.5375552282768777,nr,PSI-BLAST,FAdV-8
12016,QJC19248.1,65.333,375.0,1.49e-136,426.0,679,375.0,0.5522827687776142,nr,PSI-BLAST,FAdV-8
12017,QOV03173.1,28.15,373.0,3.93e-136,421.0,679,370.0,0.5449189985272459,nr,PSI-BLAST,FAdV-8
12018,ANA50312.1,97.093,344.0,2.99e-134,418.0,679,344.0,0.5066273932253313,nr,PSI-BLAST,FAdV-8
12019,ANA50312.1,98.795,83.0,1.56e-13,86.6,679,83.0,0.1222385861561119,nr,PSI-BLAST,FAdV-8
12020,AGT76236.1,26.752,471.0,1.98e-132,406.0,679,452.0,0.6656848306332842,nr,PSI-BLAST,FAdV-8
12021,WMQ77644.1,28.114,562.0,6.800000000000001e-132,408.0,679,557.0,0.8203240058910162,nr,PSI-BLAST,FAdV-8
12022,XEQ86939.1,29.356,419.0,7.63e-125,386.0,679,416.0,0.6126656848306333,nr,PSI-BLAST,FAdV-8
12023,QIJ58559.1,27.479,353.0,1.45e-113,356.0,679,351.0,0.5169366715758469,nr,PSI-BLAST,FAdV-8
12024,XGR28300.1,26.688,311.0,1.9800000000000002e-109,353.0,679,293.0,0.4315169366715758,nr,PSI-BLAST,FAdV-8
12025,XGR28300.1,36.207,58.0,5.43e-10,75.4,679,58.0,0.0854197349042709,nr,PSI-BLAST,FAdV-8
12026,QOV03172.1,35.039,254.0,9.100000000000001e-104,327.0,679,250.0,0.3681885125184094,nr,PSI-BLAST,FAdV-8
12027,UZV41723.1,28.383,303.0,1.17e-102,336.0,679,301.0,0.4432989690721649,nr,PSI-BLAST,FAdV-8
12028,UZV41723.1,28.718,195.0,6.4e-50,195.0,679,191.0,0.2812960235640648,nr,PSI-BLAST,FAdV-8
12029,UAW96080.1,35.498,231.0,5.260000000000001e-86,299.0,679,227.0,0.3343151693667157,nr,PSI-BLAST,FAdV-8
12030,UAW96080.1,21.538,325.0,4.5e-76,272.0,679,312.0,0.4594992636229749,nr,PSI-BLAST,FAdV-8
12031,YP_010796998.1,25.666,713.0,1.88e-84,290.0,679,647.0,0.9528718703976436,nr,PSI-BLAST,FAdV-8
12032,WGL40795.1,75.349,215.0,1.93e-84,290.0,679,215.0,0.3166421207658321,nr,PSI-BLAST,FAdV-8
12033,WGL40795.1,54.762,168.0,2.5e-46,186.0,679,168.0,0.2474226804123711,nr,PSI-BLAST,FAdV-8
12034,AAA42522.1,28.505,214.0,7.03e-81,265.0,679,212.0,0.3122238586156112,nr,PSI-BLAST,FAdV-8
12035,YP_010790523.1,23.765,425.0,2.65e-77,272.0,679,416.0,0.6126656848306333,nr,PSI-BLAST,FAdV-8
12036,YP_010790523.1,29.502,261.0,3.04e-49,195.0,679,259.0,0.3814432989690721,nr,PSI-BLAST,FAdV-8
12037,AGT76449.1,29.148,223.0,5.83e-77,255.0,679,223.0,0.3284241531664212,nr,PSI-BLAST,FAdV-8
12038,QEJ80752.1,20.357,673.0,1.11e-71,254.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12039,XEQ86940.1,32.867,143.0,8.96e-70,234.0,679,142.0,0.2091310751104565,nr,PSI-BLAST,FAdV-8
12040,QGZ10481.1,33.146,178.0,1.13e-67,230.0,679,176.0,0.2592047128129602,nr,PSI-BLAST,FAdV-8
12041,WWQ49653.1,30.151,199.0,1.11e-47,177.0,679,198.0,0.2916053019145803,nr,PSI-BLAST,FAdV-8
12042,AWN56768.1,39.604,101.0,1.4999999999999998e-47,173.0,679,100.0,0.1472754050073637,nr,PSI-BLAST,FAdV-8
12043,APQ44760.1,91.453,117.0,1.81e-46,171.0,679,117.0,0.1723122238586156,nr,PSI-BLAST,FAdV-8
12044,APQ44768.1,91.753,97.0,1.23e-35,140.0,679,97.0,0.1428571428571428,nr,PSI-BLAST,FAdV-8
12045,QOJ53941.1,19.579,618.0,2.18e-33,147.0,679,582.0,0.8571428571428571,nr,PSI-BLAST,FAdV-8
12046,ASP44408.1,73.118,93.0,1.51e-32,132.0,679,93.0,0.1369661266568483,nr,PSI-BLAST,FAdV-8
12047,WBV74349.1,35.227,88.0,1.95e-21,100.0,679,82.0,0.1207658321060382,nr,PSI-BLAST,FAdV-8
12048,WWP49494.1,16.716,670.0,4.05e-18,101.0,679,648.0,0.9543446244477172,nr,PSI-BLAST,FAdV-8
12049,BAF92816.1,15.556,45.0,7.57e-07,57.7,679,44.0,0.06480117820324,nr,PSI-BLAST,FAdV-8
12050,USL85445.1,17.757,107.0,0.000743,51.5,679,107.0,0.1575846833578792,nr,PSI-BLAST,FAdV-8
12051,NP_040854.1,31.487,686.0,0.0,769.0,679,675.0,0.9941089837997056,nr,PSI-BLAST,FAdV-8
12052,AZI15564.1,30.352,682.0,0.0,760.0,679,675.0,0.9941089837997056,nr,PSI-BLAST,FAdV-8
12053,BBE29335.1,29.254,670.0,0.0,759.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12054,NP_044190.1,29.63,675.0,0.0,758.0,679,669.0,0.9852724594992636,nr,PSI-BLAST,FAdV-8
12055,APD78427.1,30.68,691.0,0.0,751.0,679,677.0,0.9970544918998528,nr,PSI-BLAST,FAdV-8
12056,ABH01045.1,30.194,669.0,0.0,746.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12057,YP_009109574.1,30.725,690.0,0.0,744.0,679,677.0,0.9970544918998528,nr,PSI-BLAST,FAdV-8
12058,YP_009325337.1,28.955,670.0,0.0,742.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12059,AP_000051.1,29.851,670.0,0.0,739.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12060,YP_009704123.1,29.97,674.0,0.0,739.0,679,668.0,0.98379970544919,nr,PSI-BLAST,FAdV-8
12061,DBA50534.1,29.377,674.0,0.0,738.0,679,668.0,0.98379970544919,nr,PSI-BLAST,FAdV-8
12062,ADZ39805.1,31.548,672.0,0.0,738.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12063,AFD22004.1,30.963,675.0,0.0,737.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12064,XHO48019.1,95.413,654.0,0.0,734.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
12065,YP_007518071.1,30.551,671.0,0.0,734.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12066,YP_009174146.1,31.009,674.0,0.0,732.0,679,665.0,0.979381443298969,nr,PSI-BLAST,FAdV-8
12067,QRV11652.1,31.111,675.0,0.0,732.0,679,669.0,0.9852724594992636,nr,PSI-BLAST,FAdV-8
12068,AGT75466.1,28.829,666.0,0.0,732.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12069,YP_009508601.1,66.365,663.0,0.0,727.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12070,QJP03672.1,76.754,684.0,0.0,726.0,679,667.0,0.9823269513991164,nr,PSI-BLAST,FAdV-8
12071,XBH23588.1,29.013,679.0,0.0,725.0,679,673.0,0.9911634756995582,nr,PSI-BLAST,FAdV-8
12072,DBA47008.1,30.0,700.0,0.0,725.0,679,674.0,0.9926362297496318,nr,PSI-BLAST,FAdV-8
12073,YP_008719821.1,79.552,670.0,0.0,725.0,679,668.0,0.98379970544919,nr,PSI-BLAST,FAdV-8
12074,NP_040518.2,30.074,675.0,0.0,725.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12075,AAW33116.1,28.967,687.0,0.0,724.0,679,665.0,0.979381443298969,nr,PSI-BLAST,FAdV-8
12076,ACZ92149.2,29.48,692.0,0.0,723.0,679,675.0,0.9941089837997056,nr,PSI-BLAST,FAdV-8
12077,YP_009162589.1,30.344,669.0,0.0,721.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12078,YP_010790601.1,27.786,673.0,0.0,720.0,679,667.0,0.9823269513991164,nr,PSI-BLAST,FAdV-8
12079,YP_009272543.1,31.259,675.0,0.0,719.0,679,669.0,0.9852724594992636,nr,PSI-BLAST,FAdV-8
12080,AQQ73626.1,29.508,671.0,0.0,718.0,679,665.0,0.979381443298969,nr,PSI-BLAST,FAdV-8
12081,WXG22947.1,30.893,683.0,0.0,718.0,679,674.0,0.9926362297496318,nr,PSI-BLAST,FAdV-8
12082,YP_094033.1,30.597,670.0,0.0,717.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12083,WXG22655.1,27.881,703.0,0.0,716.0,679,665.0,0.979381443298969,nr,PSI-BLAST,FAdV-8
12084,ALE30461.1,30.398,704.0,0.0,716.0,679,677.0,0.9970544918998528,nr,PSI-BLAST,FAdV-8
12085,YP_009373239.1,30.914,689.0,0.0,715.0,679,679.0,1.0,nr,PSI-BLAST,FAdV-8
12086,YP_009505687.1,28.999,669.0,0.0,715.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12087,AAS10433.1,30.631,666.0,0.0,714.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12088,DBA51401.1,29.787,658.0,0.0,713.0,679,652.0,0.9602356406480118,nr,PSI-BLAST,FAdV-8
12089,YP_009328903.1,30.597,670.0,0.0,713.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12090,QYW15027.1,31.696,672.0,0.0,712.0,679,666.0,0.9808541973490428,nr,PSI-BLAST,FAdV-8
12091,YP_009389491.1,30.506,672.0,0.0,711.0,679,666.0,0.9808541973490428,nr,PSI-BLAST,FAdV-8
12092,YP_068061.1,29.508,671.0,0.0,711.0,679,665.0,0.979381443298969,nr,PSI-BLAST,FAdV-8
12093,XBY87759.1,65.008,663.0,0.0,710.0,679,661.0,0.9734904270986744,nr,PSI-BLAST,FAdV-8
12094,NP_064287.1,28.006,682.0,0.0,710.0,679,671.0,0.9882179675994108,nr,PSI-BLAST,FAdV-8
12095,YP_009032608.1,29.586,676.0,0.0,709.0,679,668.0,0.98379970544919,nr,PSI-BLAST,FAdV-8
12096,WXG22591.1,27.952,669.0,0.0,708.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12097,WGN96457.1,30.597,670.0,0.0,707.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12098,YP_009272923.1,28.209,670.0,0.0,706.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12099,WBV74353.1,30.349,659.0,0.0,706.0,679,653.0,0.9617083946980854,nr,PSI-BLAST,FAdV-8
12100,WZK92860.1,30.838,668.0,0.0,703.0,679,662.0,0.974963181148748,nr,PSI-BLAST,FAdV-8
12101,YP_009272876.1,28.358,670.0,0.0,702.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12102,WRQ19827.1,31.355,657.0,0.0,702.0,679,651.0,0.9587628865979382,nr,PSI-BLAST,FAdV-8
12103,QHR77492.1,29.857,700.0,0.0,701.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12104,QCC26475.1,69.444,684.0,0.0,699.0,679,667.0,0.9823269513991164,nr,PSI-BLAST,FAdV-8
12105,QGX41978.1,30.253,671.0,0.0,697.0,679,666.0,0.9808541973490428,nr,PSI-BLAST,FAdV-8
12106,WXH80975.1,64.531,671.0,0.0,694.0,679,671.0,0.9882179675994108,nr,PSI-BLAST,FAdV-8
12107,YP_008719853.1,66.514,657.0,0.0,692.0,679,657.0,0.96759941089838,nr,PSI-BLAST,FAdV-8
12108,YP_010790741.1,29.657,671.0,0.0,691.0,679,665.0,0.979381443298969,nr,PSI-BLAST,FAdV-8
12109,YP_007518314.1,28.876,703.0,0.0,685.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12110,AYC35462.1,93.529,649.0,0.0,684.0,679,649.0,0.9558173784977908,nr,PSI-BLAST,FAdV-8
12111,WZK92829.1,31.165,661.0,0.0,683.0,679,656.0,0.9661266568483065,nr,PSI-BLAST,FAdV-8
12112,YP_009162347.1,30.253,671.0,0.0,682.0,679,665.0,0.979381443298969,nr,PSI-BLAST,FAdV-8
12113,YP_010790712.1,28.55,669.0,0.0,682.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12114,WXG22732.1,31.002,629.0,0.0,677.0,679,623.0,0.9175257731958762,nr,PSI-BLAST,FAdV-8
12115,AWY10568.1,28.465,671.0,0.0,676.0,679,665.0,0.979381443298969,nr,PSI-BLAST,FAdV-8
12116,YP_003933582.1,63.088,680.0,0.0,675.0,679,666.0,0.9808541973490428,nr,PSI-BLAST,FAdV-8
12117,AEK79911.1,29.31,638.0,0.0,675.0,679,631.0,0.9293078055964654,nr,PSI-BLAST,FAdV-8
12118,NP_046315.1,30.493,669.0,0.0,673.0,679,659.0,0.9705449189985272,nr,PSI-BLAST,FAdV-8
12119,P12541.2,28.906,640.0,0.0,670.0,679,630.0,0.9278350515463918,nr,PSI-BLAST,FAdV-8
12120,WXG22698.1,30.511,626.0,0.0,670.0,679,622.0,0.9160530191458026,nr,PSI-BLAST,FAdV-8
12121,XIF84270.1,28.329,706.0,0.0,670.0,679,671.0,0.9882179675994108,nr,PSI-BLAST,FAdV-8
12122,AIS19786.1,64.476,639.0,0.0,667.0,679,638.0,0.9396170839469808,nr,PSI-BLAST,FAdV-8
12123,UZF96919.1,27.246,668.0,0.0,666.0,679,662.0,0.974963181148748,nr,PSI-BLAST,FAdV-8
12124,UKS51808.1,61.912,638.0,0.0,664.0,679,638.0,0.9396170839469808,nr,PSI-BLAST,FAdV-8
12125,YP_010799986.1,62.918,658.0,0.0,662.0,679,658.0,0.9690721649484536,nr,PSI-BLAST,FAdV-8
12126,NP_050282.1,80.811,641.0,0.0,661.0,679,637.0,0.9381443298969072,nr,PSI-BLAST,FAdV-8
12127,YP_010087258.1,30.133,677.0,0.0,658.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12128,QNQ79209.1,29.955,671.0,0.0,657.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12129,YP_009047156.1,55.247,648.0,0.0,655.0,679,648.0,0.9543446244477172,nr,PSI-BLAST,FAdV-8
12130,WXG22478.1,30.525,629.0,0.0,653.0,679,625.0,0.9204712812960236,nr,PSI-BLAST,FAdV-8
12131,BAA76963.1,31.278,665.0,0.0,652.0,679,655.0,0.9646539027982328,nr,PSI-BLAST,FAdV-8
12132,WRQ19845.1,31.002,629.0,0.0,651.0,679,623.0,0.9175257731958762,nr,PSI-BLAST,FAdV-8
12133,XBH23610.1,30.337,623.0,0.0,650.0,679,617.0,0.9086892488954345,nr,PSI-BLAST,FAdV-8
12134,UZE90035.1,28.167,671.0,0.0,649.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12135,QRV11644.1,29.841,630.0,0.0,647.0,679,624.0,0.91899852724595,nr,PSI-BLAST,FAdV-8
12136,YP_010790674.1,65.681,609.0,0.0,647.0,679,609.0,0.8969072164948454,nr,PSI-BLAST,FAdV-8
12137,YP_009310430.1,60.486,658.0,0.0,646.0,679,658.0,0.9690721649484536,nr,PSI-BLAST,FAdV-8
12138,NP_108659.1,28.051,631.0,0.0,645.0,679,625.0,0.9204712812960236,nr,PSI-BLAST,FAdV-8
12139,QQD36934.1,52.951,627.0,0.0,643.0,679,627.0,0.9234167893961708,nr,PSI-BLAST,FAdV-8
12140,XCK17000.1,32.203,649.0,0.0,633.0,679,619.0,0.9116347569955816,nr,PSI-BLAST,FAdV-8
12141,YP_006383557.1,57.935,649.0,0.0,631.0,679,649.0,0.9558173784977908,nr,PSI-BLAST,FAdV-8
12142,YP_009047095.1,55.887,671.0,0.0,630.0,679,668.0,0.98379970544919,nr,PSI-BLAST,FAdV-8
12143,BCZ16696.1,65.303,611.0,0.0,629.0,679,610.0,0.898379970544919,nr,PSI-BLAST,FAdV-8
12144,NP_043879.1,69.079,608.0,0.0,625.0,679,607.0,0.8939617083946981,nr,PSI-BLAST,FAdV-8
12145,WPS63612.1,63.438,640.0,0.0,623.0,679,640.0,0.942562592047128,nr,PSI-BLAST,FAdV-8
12146,DBA48924.1,31.605,617.0,0.0,621.0,679,613.0,0.90279823269514,nr,PSI-BLAST,FAdV-8
12147,QUS52947.1,55.506,672.0,0.0,620.0,679,667.0,0.9823269513991164,nr,PSI-BLAST,FAdV-8
12148,WZB38155.1,32.949,607.0,0.0,617.0,679,603.0,0.8880706921944035,nr,PSI-BLAST,FAdV-8
12149,YP_009388312.1,27.751,627.0,0.0,604.0,679,621.0,0.914580265095729,nr,PSI-BLAST,FAdV-8
12150,WXG22927.1,28.368,631.0,0.0,597.0,679,625.0,0.9204712812960236,nr,PSI-BLAST,FAdV-8
12151,YP_010796273.1,31.734,646.0,0.0,595.0,679,632.0,0.930780559646539,nr,PSI-BLAST,FAdV-8
12152,BBJ21541.1,49.15,647.0,0.0,591.0,679,647.0,0.9528718703976436,nr,PSI-BLAST,FAdV-8
12153,YP_002822208.1,26.951,679.0,0.0,579.0,679,671.0,0.9882179675994108,nr,PSI-BLAST,FAdV-8
12154,WJJ54608.1,65.794,573.0,0.0,578.0,679,572.0,0.8424153166421208,nr,PSI-BLAST,FAdV-8
12155,QSV39475.1,29.68,657.0,0.0,564.0,679,652.0,0.9602356406480118,nr,PSI-BLAST,FAdV-8
12156,NP_659516.1,30.045,669.0,0.0,563.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12157,YP_010798145.1,27.397,657.0,0.0,563.0,679,656.0,0.9661266568483065,nr,PSI-BLAST,FAdV-8
12158,QIJ58769.1,26.027,657.0,0.0,554.0,679,656.0,0.9661266568483065,nr,PSI-BLAST,FAdV-8
12159,YP_009414576.1,29.563,663.0,0.0,553.0,679,656.0,0.9661266568483065,nr,PSI-BLAST,FAdV-8
12160,NP_077390.1,28.571,658.0,0.0,553.0,679,652.0,0.9602356406480118,nr,PSI-BLAST,FAdV-8
12161,ALB78183.1,27.3,663.0,0.0,548.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12162,WRQ19809.1,29.848,660.0,0.0,548.0,679,653.0,0.9617083946980854,nr,PSI-BLAST,FAdV-8
12163,NP_015538.1,26.609,699.0,0.0,544.0,679,676.0,0.9955817378497792,nr,PSI-BLAST,FAdV-8
12164,NP_062436.1,29.73,666.0,0.0,543.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12165,YP_007346999.1,28.55,662.0,0.0,543.0,679,652.0,0.9602356406480118,nr,PSI-BLAST,FAdV-8
12166,YP_009665994.1,26.87,655.0,0.0,539.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
12167,UVZ42948.1,28.092,655.0,8.479999999999999e-180,534.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
12168,DBA49230.1,29.63,675.0,1.83e-178,531.0,679,663.0,0.9764359351988218,nr,PSI-BLAST,FAdV-8
12169,UPO25000.1,78.261,575.0,3.24e-178,528.0,679,565.0,0.8321060382916053,nr,PSI-BLAST,FAdV-8
12170,YP_001552248.1,26.794,683.0,3.61e-175,523.0,679,662.0,0.974963181148748,nr,PSI-BLAST,FAdV-8
12171,YP_004123739.1,26.969,749.0,2.41e-174,526.0,679,667.0,0.9823269513991164,nr,PSI-BLAST,FAdV-8
12172,YP_004414801.1,25.948,659.0,2.94e-174,520.0,679,658.0,0.9690721649484536,nr,PSI-BLAST,FAdV-8
12173,QTH80085.2,28.078,666.0,7.01e-174,519.0,679,657.0,0.96759941089838,nr,PSI-BLAST,FAdV-8
12174,YP_004935932.1,26.412,655.0,5.0300000000000005e-173,517.0,679,654.0,0.9631811487481592,nr,PSI-BLAST,FAdV-8
12175,YP_010798521.1,29.351,678.0,5.030000000000001e-169,508.0,679,659.0,0.9705449189985272,nr,PSI-BLAST,FAdV-8
12176,QZW33688.1,27.743,638.0,2.6000000000000006e-167,501.0,679,637.0,0.9381443298969072,nr,PSI-BLAST,FAdV-8
12177,YP_009112717.1,30.166,663.0,2.8000000000000002e-167,502.0,679,643.0,0.946980854197349,nr,PSI-BLAST,FAdV-8
12178,YP_009051655.1,27.5,680.0,8.86e-166,499.0,679,662.0,0.974963181148748,nr,PSI-BLAST,FAdV-8
12179,DBA47500.1,27.015,670.0,3.8400000000000003e-163,492.0,679,653.0,0.9617083946980854,nr,PSI-BLAST,FAdV-8
12180,AGU01647.1,26.941,657.0,1.38e-162,490.0,679,656.0,0.9661266568483065,nr,PSI-BLAST,FAdV-8
12181,NP_044703.1,26.38,652.0,4.89e-162,488.0,679,641.0,0.9440353460972016,nr,PSI-BLAST,FAdV-8
12182,NP_047386.1,26.848,663.0,1.9500000000000003e-161,487.0,679,660.0,0.9720176730486008,nr,PSI-BLAST,FAdV-8
12183,QWK52450.1,57.71,428.0,2.7e-142,432.0,679,428.0,0.6303387334315169,nr,PSI-BLAST,FAdV-8
12184,QOV03173.1,27.733,375.0,6.99e-142,436.0,679,372.0,0.5478645066273933,nr,PSI-BLAST,FAdV-8
12185,AGT76236.1,28.662,471.0,7.689999999999999e-140,425.0,679,452.0,0.6656848306332842,nr,PSI-BLAST,FAdV-8
12186,WGL40795.1,54.615,520.0,1.21e-135,424.0,679,486.0,0.7157584683357879,nr,PSI-BLAST,FAdV-8
12187,WGL40795.1,54.762,168.0,3.1699999999999997e-46,186.0,679,168.0,0.2474226804123711,nr,PSI-BLAST,FAdV-8
12188,WMQ77644.1,27.241,569.0,8.01e-130,403.0,679,562.0,0.8276877761413843,nr,PSI-BLAST,FAdV-8
12189,AOC84064.1,99.128,344.0,1.02e-128,408.0,679,344.0,0.5066273932253313,nr,PSI-BLAST,FAdV-8
12190,AOC84064.1,92.877,365.0,4.41e-115,372.0,679,365.0,0.5375552282768777,nr,PSI-BLAST,FAdV-8
12191,XEQ86939.1,29.268,410.0,5.099999999999999e-128,394.0,679,407.0,0.5994108983799705,nr,PSI-BLAST,FAdV-8
12192,ANA50312.1,97.384,344.0,8.540000000000001e-123,389.0,679,344.0,0.5066273932253313,nr,PSI-BLAST,FAdV-8
12193,ANA50312.1,98.969,97.0,7.81e-11,78.1,679,97.0,0.1428571428571428,nr,PSI-BLAST,FAdV-8
12194,QIJ58559.1,27.095,358.0,9.89e-119,369.0,679,356.0,0.524300441826215,nr,PSI-BLAST,FAdV-8
12195,XGR28300.1,26.603,312.0,5.49e-113,362.0,679,294.0,0.4329896907216495,nr,PSI-BLAST,FAdV-8
12196,XGR28300.1,34.483,58.0,1.79e-08,70.4,679,58.0,0.0854197349042709,nr,PSI-BLAST,FAdV-8
12197,YP_010796998.1,25.526,713.0,8.83e-107,348.0,679,647.0,0.9528718703976436,nr,PSI-BLAST,FAdV-8
12198,UZV41723.1,28.053,303.0,5.83e-106,345.0,679,301.0,0.4432989690721649,nr,PSI-BLAST,FAdV-8
12199,UZV41723.1,27.919,197.0,2.09e-49,194.0,679,193.0,0.284241531664212,nr,PSI-BLAST,FAdV-8
12200,QEJ80752.1,20.178,674.0,9.27e-104,338.0,679,664.0,0.9779086892488954,nr,PSI-BLAST,FAdV-8
12201,QOV03172.1,34.241,257.0,1.92e-103,326.0,679,253.0,0.3726067746686303,nr,PSI-BLAST,FAdV-8
12202,UAW96080.1,35.193,233.0,2.25e-84,294.0,679,229.0,0.337260677466863,nr,PSI-BLAST,FAdV-8
12203,UAW96080.1,22.154,325.0,7.84e-82,288.0,679,312.0,0.4594992636229749,nr,PSI-BLAST,FAdV-8
12204,WWP49494.1,16.716,670.0,4.0699999999999998e-84,288.0,679,648.0,0.9543446244477172,nr,PSI-BLAST,FAdV-8
12205,QJC19248.1,82.759,203.0,2.0599999999999999e-81,282.0,679,203.0,0.2989690721649484,nr,PSI-BLAST,FAdV-8
12206,AGT76449.1,27.679,224.0,8.91e-80,262.0,679,223.0,0.3284241531664212,nr,PSI-BLAST,FAdV-8
12207,YP_010790523.1,23.832,428.0,1.84e-79,278.0,679,427.0,0.6288659793814433,nr,PSI-BLAST,FAdV-8
12208,YP_010790523.1,29.502,261.0,9.31e-51,199.0,679,259.0,0.3814432989690721,nr,PSI-BLAST,FAdV-8
12209,AAA42522.1,28.037,214.0,2.0900000000000003e-79,261.0,679,212.0,0.3122238586156112,nr,PSI-BLAST,FAdV-8
12210,XEQ86940.1,32.867,143.0,3.62e-68,230.0,679,142.0,0.2091310751104565,nr,PSI-BLAST,FAdV-8
12211,QOJ53941.1,19.481,616.0,8.39e-68,242.0,679,583.0,0.8586156111929307,nr,PSI-BLAST,FAdV-8
12212,QGZ10481.1,30.57,193.0,1.3800000000000001e-65,225.0,679,192.0,0.2827687776141384,nr,PSI-BLAST,FAdV-8
12213,WWQ49653.1,30.151,199.0,7.62e-50,183.0,679,198.0,0.2916053019145803,nr,PSI-BLAST,FAdV-8
12214,AWN56768.1,38.835,103.0,4.85e-46,169.0,679,102.0,0.150220913107511,nr,PSI-BLAST,FAdV-8
