Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream
JAVYNI010000021	-9.0	6.377042156569663	-18.0	2.0	-9.0	6	5	1	4
NC_048767	3.6	25.11027109144213	-28.0	51.0	-2.0	35	19	16	3
LR796956	-6.428571428571429	12.465462490499132	-17.0	23.0	-9.0	7	6	1	5
NZ_DNES01000046	3.0714285714285716	36.869391652376464	-45.0	77.0	-14.0	28	17	11	6
MT764845	-1.7	34.56313064524103	-48.0	45.0	-6.5	20	11	9	2
NC_070861	-11.583333333333334	17.712793555945815	-45.0	25.0	-10.5	24	18	6	12
NZ_CP080491	1489.7755555555555	1085.3274388979075	-496.0	3294.0	1589.5	450	59	391	-332
NZ_JAGINP010000001	-137.13888888888889	174.30913674939987	-437.0	144.0	-117.0	72	50	22	28
JAAXKO010000102	-3.75	4.14578098794425	-9.0	2.0	-4.0	4	3	1	2
NZ_AWGC01000018	-46.55555555555556	30.854897364243893	-88.0	9.0	-46.0	9	8	1	7
PP059645	7.8	4.707440918375928	-1.0	12.0	10.0	5	1	4	-3
KR029579	53.0	45.53570028010989	-4.0	103.0	56.5	4	1	3	-2
NZ_SRSF01000013	37.0	21.475567512873788	-1.0	67.0	42.0	10	1	9	-8
NC_048174	-16.863636363636363	11.18560541924492	-42.0	-1.0	-15.5	22	22	0	22
NZ_DFLS01000009	98.09615384615384	91.08581321930703	-26.0	264.0	60.5	52	6	46	-40
NZ_CP046051	248.9158249158249	555.891933202312	-632.0	1211.0	191.0	297	116	181	-65
NZAX01000079	6.166666666666667	6.618576550554928	-4.0	13.0	9.5	6	2	4	-2
JAGIAN010000191	3.5	2.5	1.0	6.0	3.5	2	0	2	-2
NC_070984	35.21875	31.0661938196088	-10.0	103.0	38.5	32	3	29	-26
NZ_CAKLBU010000005	-13.6	49.40890607977473	-92.0	73.0	-14.0	20	12	8	4
NZRF01000237	-11.0	10.23474474522936	-26.0	1.0	-7.0	8	7	1	6
LR798234	8.642857142857142	16.76564149365832	-21.0	33.0	11.0	14	4	10	-6
LR796529	8.333333333333334	18.34155659732015	-14.0	41.0	7.0	21	9	12	-3
QFQL01000019	21.11764705882353	25.07373210199254	-36.0	54.0	27.5	34	6	28	-22
BK028063	4.4	6.086049621881176	-3.0	12.0	5.0	5	2	3	-1
DUBF01000183	-2.75	2.277608394786075	-5.0	1.0	-3.5	4	3	1	2
JACNJA010000491	-4.333333333333333	4.9216076867444665	-10.0	2.0	-5.0	3	2	1	1
MT499896	23.625	60.257649929282834	-91.0	115.0	31.0	56	17	39	-22
NC_003074	1290.2243346007604	2676.21884656188	-3147.0	6238.0	1310.0	263	92	171	-79
PAAV01000055	40.40625	36.96439112088146	-44.0	96.0	40.0	32	5	27	-22
PARD01000025	-55.65384615384615	63.58788122789793	-145.0	44.0	-66.0	52	38	14	24
JACCAU010000001	-232.39477124183006	2208.4194072101873	-3856.0	3687.0	-215.0	765	410	355	55
NZ_ACNU01000061	8.0	16.355427233796124	-19.0	22.0	14.5	4	1	3	-2
JAFWJA010000022	9.0	5.0990195135927845	3.0	15.0	9.0	4	0	4	-4
NZ_LNCU01000011	-45.142857142857146	39.799241096241204	-119.0	3.0	-42.0	14	13	1	12
NZ_JAHXZM010000008	36.0	24.487691986455754	-5.0	69.0	34.0	17	2	15	-13
LR797096	31.25	15.237699957670777	9.0	52.0	30.0	8	0	8	-8
MZ440852	-155.94736842105263	128.00471771084332	-350.0	65.0	-157.0	38	31	7	24
NZ_JADNGH010000003	-9.413793103448276	79.37645670295326	-159.0	133.0	-13.5	58	31	27	4
NZ_LT635453	161.45833333333334	106.65637157348932	-30.0	362.0	145.5	72	4	68	-64
PP870179	8.0	4.979959839195493	-1.0	13.0	9.0	5	1	4	-3
MW712735	-25.5	20.20519735117675	-50.0	12.0	-32.0	20	15	5	10
NZ_BAAAQY010000017	13.0	5.354126134736337	6.0	19.0	14.0	3	0	3	-3
NZDE01000012	73.52173913043478	132.4556922029983	-145.0	320.0	46.5	46	15	31	-16
DUCX01000052	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
BK017080	-10.5	5.5901699437494745	-16.0	-2.0	-12.0	4	4	0	4
NC_021788	32.46341463414634	60.580564202324666	-50.0	145.0	10.0	41	18	23	-5
PFKJ01000379	-3.5	1.5	-5.0	-2.0	-3.5	2	2	0	2
NZ_BOSC01000001	1460.314479638009	1146.475163950378	-493.0	3263.0	1564.5	442	64	378	-314
BK029952	-0.7777777777777778	9.210836344916759	-12.0	14.0	-2.0	9	5	4	1
NVVV01000063	59.59322033898305	50.86509863473128	-24.0	159.0	55.0	59	9	50	-41
MELN01000032	1.25	6.796138609534093	-6.0	9.0	1.0	4	2	2	0
MWKR01000018	-16.5	1.5	-18.0	-15.0	-16.5	2	2	0	2
CM024913	-89.37142857142857	437.44714526209816	-810.0	744.0	-152.0	35	22	13	9
BK017887	-23.46153846153846	15.300152762512308	-42.0	5.0	-25.0	13	11	2	9
ALJD01000016	41.208333333333336	66.7532640691741	-61.0	144.0	35.5	24	8	16	-8
LC554890	68.34693877551021	79.54886856913117	-38.0	231.0	57.0	49	15	34	-19
BK051681	1.0	6.324555320336759	-8.0	11.0	1.0	6	3	3	0
JACCZT010000104	-4.333333333333333	1.699673171197595	-6.0	-2.0	-5.0	3	3	0	3
QLUM01000027	-2.6	3.9293765408777004	-7.0	3.0	-4.0	5	3	2	1
NHDP01000001	-1.2	8.874683092933518	-13.0	15.0	-1.0	10	5	5	0
LR796544	25.0	15.066519173319364	2.0	48.0	23.5	10	0	10	-10
JAFDGA010000022	21.2	5.528109984434102	15.0	31.0	19.0	5	0	5	-5
SULG01000005	3.5714285714285716	17.879414682470877	-28.0	24.0	7.0	7	2	5	-3
NZ_QJSQ01000015	-47.19230769230769	61.22532107574775	-154.0	27.0	-26.5	26	16	10	6
CP027227	-1800.1477572559368	1187.8992451762147	-3649.0	449.0	-1829.0	379	348	31	317
NZ_MDBX01000057	6.153846153846154	24.593138986455156	-52.0	48.0	12.5	26	6	20	-14
QMRH01000028	22.285714285714285	18.18723481467377	-1.0	46.0	26.0	7	1	6	-5
JBAXKL010000202	0.6666666666666666	1.247219128924647	-1.0	2.0	1.0	3	1	2	-1
NZ_CP061539	598.8780487804878	1100.4901353367184	-1075.0	2177.0	1100.5	246	112	134	-22
DRFP01000054	18.1	10.765221781273251	3.0	31.0	21.0	10	0	10	-10
NC_014915	-1032.598607888631	1028.505729736179	-2766.0	650.0	-1016.0	431	323	108	215
JAWBOW010000031	6.0	0.0	6.0	6.0	6.0	1	0	1	-1
MZ570263	11.5	7.783529619223745	2.0	22.0	11.0	6	0	6	-6
BK045229	-4.0	5.612486080160912	-11.0	2.0	-3.5	4	2	2	0
NC_054148	14.903225806451612	20.634069601119656	-13.0	54.0	11.0	31	10	21	-11
LR798460	-18.125	17.602822927019403	-43.0	4.0	-15.0	8	6	2	4
NC_007346	176.27777777777777	166.14879728576483	-42.0	395.0	195.0	18	4	14	-10
NZ_CP045484	-1390.441717791411	855.4466174547892	-2806.0	81.0	-1390.5	326	315	11	304
QMYO01000107	-2.3333333333333335	3.091206165165235	-5.0	2.0	-4.0	3	2	1	1
NZ_AKKB01000094	-9.1	7.930321557162737	-21.0	3.0	-8.0	10	8	2	6
BK038692	47.57142857142857	36.96403841647206	-18.0	91.0	63.0	21	4	17	-13
PBMZ01000187	6.0	0.0	6.0	6.0	6.0	1	0	1	-1
NZ_MCIB01000023	43.214285714285715	29.039821357745918	-8.0	86.0	52.0	14	1	13	-12
NC_005260	-10.035294117647059	110.26304880056533	-200.0	151.0	13.0	85	35	50	-15
NZ_CP110622	-786.6774193548387	730.9820300115399	-2043.0	436.0	-790.0	310	254	56	198
PBIO01000029	7.75	5.448623679425842	3.0	17.0	5.5	4	0	4	-4
NZ_CP063849	-66.3125	2140.838148844894	-3830.0	3611.0	28.5	544	267	277	-10
NZ_LYXP01000014	-10.555555555555555	8.070675465482168	-21.0	3.0	-12.0	9	7	2	5
NC_007126	-181.78947368421052	413.83286467992934	-891.0	663.0	-96.0	19	13	6	7
MH153812	45.904761904761905	57.27411512226574	-29.0	172.0	31.5	42	12	30	-18
MN855785	-4.5	5.408326913195984	-13.0	2.0	-3.5	4	3	1	2
NZ_CM001402	-794.5257452574526	1063.8765719989763	-2548.0	1217.0	-916.0	369	274	95	179
NZ_DF820500	9.2	7.467261881037787	-2.0	22.0	8.5	10	2	8	-6
MT259468	-11.75	9.89886357113785	-29.0	6.0	-10.5	20	17	3	14
DUBU01000012	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1
NC_073479	7.833333333333333	7.690181330039551	-4.0	16.0	10.5	6	2	4	-2
NC_014253	-146.70289855072463	646.2711203559162	-1285.0	956.0	-104.5	276	155	121	34
NC_014637	-213.7027027027027	147.32660258939399	-461.0	17.0	-170.0	37	35	2	33
NC_055871	7.526315789473684	26.031091573959323	-29.0	62.0	7.0	19	9	10	-1
NC_048755	-93.93478260869566	66.24047172626383	-186.0	67.0	-112.5	46	41	5	36
RGWU01000192	4.5	0.5	4.0	5.0	4.5	2	0	2	-2
NC_021558	7.607142857142857	18.878066043719105	-17.0	49.0	5.5	28	11	17	-6
DPDG01000053	-20.25	11.583932838203095	-37.0	-6.0	-19.0	4	4	0	4
JAWBAE010000002	3.1714285714285713	95.63725685086949	-159.0	147.0	4.0	35	17	18	-1
DLWG01000245	1.5	4.8218253804964775	-6.0	7.0	2.5	4	1	3	-2
BK015140	-3.2857142857142856	6.040678431961706	-10.0	6.0	-6.0	7	5	2	3
NZHF01000041	-5.333333333333333	2.560381915956203	-9.0	-2.0	-5.0	6	6	0	6
NZ_AHAM01000215	-11.88888888888889	10.137328647072927	-25.0	10.0	-15.0	9	8	1	7
NC_006883	156.01785714285714	96.21952041916379	-20.0	310.0	154.5	112	8	104	-96
MZ234012	-14.08695652173913	11.941571681127275	-48.0	10.0	-13.0	23	22	1	21
NC_047832	-10.333333333333334	11.790768517031543	-33.0	5.0	-6.0	15	12	3	9
NC_016163	-14.596774193548388	87.27680467773476	-188.0	104.0	4.5	62	30	32	-2
NC_049340	35.91304347826087	81.99730273584998	-130.0	167.0	50.5	46	15	31	-16
NZ_CP021108	-1328.6258741258741	1581.078377422924	-4074.0	1369.0	-1314.5	572	432	140	292
BPIR01000003	160.74576271186442	177.63527604506012	-141.0	460.0	195.0	59	15	44	-29
NC_030920	-0.2765957446808511	52.0734759647303	-80.0	104.0	-9.0	47	27	20	7
NZ_CP021490	-351.58415841584156	492.7666342079669	-1236.0	567.0	-331.5	202	144	58	86
NC_023856	-48.83050847457627	57.90967617468352	-146.0	40.0	-55.0	59	40	19	21
BK013347	-12.909090909090908	16.560931821908977	-37.0	8.0	-13.0	11	7	4	3
BK038159	4.714285714285714	4.333071682315172	-2.0	13.0	4.0	7	1	6	-5
JAFBAJ010000708	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
WJON01000149	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
BK041070	6.6	5.4626001134990645	-1.0	13.0	7.0	5	1	4	-3
NZ_JAVSPC010000041	4.0	5.903993805649092	-4.0	13.0	6.0	7	3	4	-1
DATCQX010001001	-8.666666666666666	10.134022532953669	-27.0	16.0	-9.0	21	17	4	13
MK892658	-39.77272727272727	23.196653007358663	-70.0	-1.0	-44.0	22	22	0	22
NZDF01000038	2.6666666666666665	2.6246692913372702	-1.0	5.0	4.0	3	1	2	-1
NC_007090	122.15942028985508	608.0169387225794	-936.0	1100.0	79.0	69	31	38	-7
JAGCOX010000010	-26.85185185185185	30.33236103900048	-69.0	20.0	-34.0	27	19	8	11
RFXA01000023	-2.857142857142857	5.248906591678239	-10.0	5.0	-4.0	7	5	2	3
BK037072	2.75	5.673402858955108	-3.0	11.0	1.5	4	2	2	0
LR797523	111.65517241379311	77.24603588180453	-14.0	222.0	142.0	58	6	52	-46
DMHR01001101	2.5	1.5	1.0	4.0	2.5	2	0	2	-2
PBVM01000173	23.416666666666668	20.814491479629176	-3.0	49.0	28.0	12	3	9	-6
LR797414	13.0	13.847382424126229	-8.0	32.0	13.5	16	4	12	-8
DOEL01000056	1.5	0.5	1.0	2.0	1.5	2	0	2	-2
LR796327	12.1875	15.641366428480602	-7.0	39.0	7.0	16	5	11	-6
BK021513	-1.6666666666666667	5.90668171555645	-10.0	3.0	2.0	3	1	2	-1
NZ_WVHP01000004	18.782608695652176	12.349816128675696	-3.0	41.0	21.0	23	2	21	-19
NZ_GG770778	339.1744186046512	218.86776255338998	-2.0	737.0	315.5	86	1	85	-84
NZ_PEKV01000005	177.27659574468086	221.35734103698533	-210.0	562.0	189.0	94	24	70	-46
NZ_FTMR01000007	149.95744680851064	89.4783838027336	-4.0	332.0	146.0	47	1	46	-45
NC_010153	22.833333333333332	15.770048967725003	-1.0	52.0	24.5	18	1	17	-16
BK029353	3.6666666666666665	5.792715732327588	-4.0	10.0	5.0	3	1	2	-1
JACDEF010000007	-8.0	0.0	-8.0	-8.0	-8.0	1	1	0	1
JAAZIW010000234	2.0	4.546060565661952	-4.0	7.0	3.0	3	1	2	-1
MZ223858	-10.823529411764707	12.13277182877577	-36.0	5.0	-7.0	17	14	3	11
NZ_DALZIG010000009	14.179487179487179	36.905195100121624	-78.0	89.0	21.0	39	9	30	-21
NZGN01000038	-33.1875	45.793311124551806	-99.0	42.0	-41.0	48	33	15	18
NZ_JACHDZ010000002	203.53968253968253	165.20673200058135	-53.0	517.0	175.0	63	7	56	-49
DATAVV010000475	-15.5	3.3541019662496847	-20.0	-11.0	-15.5	4	4	0	4
NC_020484	77.4375	53.040278032359524	-24.0	171.0	74.0	80	7	73	-66
NC_020845	23.028985507246375	65.50981141572937	-92.0	115.0	25.0	69	26	43	-17
JAUZPD010000006	18.375	24.713040585893108	-12.0	68.0	14.0	8	2	6	-4
BK043741	-2.75	6.49519052838329	-11.0	7.0	-3.5	4	3	1	2
JACNFV010000031	-5.0	0.0	-5.0	-5.0	-5.0	1	1	0	1
BK026586	0.5	4.924428900898052	-6.0	7.0	0.5	4	2	2	0
DPKR01000133	-4.0	0.0	-4.0	-4.0	-4.0	1	1	0	1
NZ_JACIBY010000011	64.94444444444444	60.34021344033091	-36.0	161.0	55.0	18	2	16	-14
BK020061	2.875	7.540515565927836	-7.0	16.0	2.5	8	4	4	0
JAGAJW010000058	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
LR798294	2.211267605633803	64.48231889832944	-109.0	130.0	4.0	71	35	36	-1
LC629609	-10.648936170212766	71.2349584640779	-130.0	114.0	-12.5	94	49	45	4
NZ_CACSAS010000001	34.2319391634981	1236.8189924028832	-1956.0	2269.0	-21.5	526	271	255	16
JAGBVS010000120	3.3333333333333335	1.247219128924647	2.0	5.0	3.0	3	0	3	-3
NZ_FMUV01000012	-31.875	12.292655327470953	-47.0	-10.0	-34.0	8	8	0	8
BK026342	-4.6	3.9293765408777004	-11.0	1.0	-4.0	5	4	1	3
JAAKFW010000032	-3.0	1.632993161855452	-5.0	-1.0	-3.0	3	3	0	3
OP076325	1.0	6.047431568147635	-8.0	10.0	2.0	7	2	5	-3
BK051310	4.181818181818182	9.805547426359148	-14.0	19.0	4.0	11	3	8	-5
BK016314	1.0	6.899275324264136	-9.0	11.0	-1.0	5	3	2	1
NZ_BAQA01000041	59.333333333333336	69.94839367546462	-56.0	177.0	48.0	18	4	14	-10
NZ_CP030771	242.603488372093	2428.1880300045955	-3896.0	4376.0	120.5	860	405	455	-50
NC_025422	-100.51666666666667	82.49737201201556	-234.0	36.0	-108.5	60	49	11	38
RFWC01000079	1.5	0.5	1.0	2.0	1.5	2	0	2	-2
BK040195	7.166666666666667	5.013869652163774	-1.0	13.0	9.0	6	1	5	-4
MG269973	-22.0	12.761549390929883	-41.0	-2.0	-19.0	7	7	0	7
MN582076	-32.75	23.757893425133467	-62.0	7.0	-41.5	16	14	2	12
DATCCB010000061	7.75	2.680951323690902	5.0	12.0	7.0	4	0	4	-4
DURN01000035	0.3333333333333333	9.877021593352703	-9.0	14.0	-4.0	3	2	1	1
NC_014917	-42.142857142857146	33.989193961058405	-84.0	11.0	-47.0	7	5	2	3
NZ_JARLJR010000083	52.4	73.80609730909771	-108.0	152.0	64.5	60	11	49	-38
JAQYOZ010000056	4.166666666666667	8.274794391537606	-11.0	14.0	7.5	6	2	4	-2
LR797193	-24.63157894736842	22.852410966473744	-82.0	4.0	-22.0	19	16	3	13
NC_086023	261.0833333333333	661.7257897598772	-957.0	1457.0	359.5	36	11	25	-14
NZ_VDCQ01000045	-7.0	22.594247055390007	-31.0	18.0	-7.5	4	2	2	0
NZ_JAMZAI010000008	76.3	45.156505622113855	8.0	151.0	73.5	20	0	20	-20
DUHZ01000043	3.0	0.0	3.0	3.0	3.0	1	0	1	-1
NC_018868	-1110.9259259259259	1107.1105984629905	-2947.0	829.0	-1136.0	324	254	70	184
JAGCBE010000332	3.25	3.960744879438715	-2.0	9.0	3.0	4	1	3	-2
GG666582	15.5	3.5	12.0	19.0	15.5	2	0	2	-2
JAQCFA010000248	-2.0	1.0	-3.0	-1.0	-2.0	2	2	0	2
NZ_CHTU01000005	-124.04878048780488	83.02334412226779	-278.0	17.0	-108.0	41	38	3	35
DUZG01000086	-2.0	0.816496580927726	-3.0	-1.0	-2.0	3	3	0	3
NC_017980	7.142857142857143	4.997958767010258	-2.0	15.0	7.0	7	1	6	-5
QMOB01000019	-3.3333333333333335	5.90668171555645	-8.0	5.0	-7.0	3	2	1	1
BK055294	-5.833333333333333	6.0941684329274075	-13.0	2.0	-6.5	6	4	2	2
NZ_JAAYXO010000077	13.4	8.114185110040317	3.0	25.0	14.0	5	0	5	-5
BK046102	14.666666666666666	3.815174380753199	9.0	20.0	15.0	6	0	6	-6
NC_048854	45.15384615384615	16.60327193818298	14.0	68.0	50.0	13	0	13	-13
JAGBYG010000070	-1.3333333333333333	2.494438257849294	-4.0	2.0	-2.0	3	2	1	1
MW805361	-94.59322033898304	76.44542057518916	-214.0	27.0	-115.0	59	51	8	43
NZ_VUMT01000002	34.45945945945946	54.1277740539193	-51.0	139.0	30.0	37	12	25	-13
NC_048792	-30.682539682539684	84.9470097004131	-182.0	140.0	-42.0	63	46	17	29
NZ_SUIB01000038	28.1875	24.03699947476806	-7.0	70.0	23.5	16	2	14	-12
NZ_CP008743	-0.18095238095238095	514.3535152838048	-860.0	881.0	-28.5	210	109	101	8
NZ_JANQBD010000015	-124.175	70.44710338260899	-208.0	22.0	-148.0	40	37	3	34
NC_005262	-17.4375	23.68271719524599	-58.0	17.0	-13.0	32	21	11	10
NW_020194667	-190.44444444444446	108.93944404638664	-357.0	22.0	-214.0	9	8	1	7
JASMFQ010000219	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
DAORHD010000023	2.3333333333333335	3.091206165165235	-2.0	5.0	4.0	3	1	2	-1
DATHXT010000187	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
NZ_CP064942	-613.1333333333333	1183.5680734630657	-2578.0	1504.0	-607.0	435	295	140	155
NZ_WWKE01000868	3.0	0.0	3.0	3.0	3.0	1	0	1	-1
NZ_VWTY01000003	-78.95454545454545	110.50441261149517	-272.0	58.0	-42.0	66	39	27	12
BK036080	-7.0	4.08248290463863	-12.0	1.0	-7.5	6	5	1	4
DPIT01000287	-1.0	1.632993161855452	-3.0	1.0	-1.0	3	2	1	1
NC_028787	37.666666666666664	18.372685039360892	12.0	63.0	33.5	6	0	6	-6
LJUF01000154	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
NZ_JBFBDW010000001	-166.96428571428572	112.70171824740903	-385.0	-18.0	-161.0	28	28	0	28
NZ_AFSG01000016	-25.941176470588236	33.59178924228762	-74.0	30.0	-38.0	17	11	6	5
QNED01000039	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1
JAQWED010000001	43.407407407407405	43.17171507095071	-8.0	110.0	25.0	27	5	22	-17
LR796257	-28.85	19.540406853492073	-60.0	4.0	-32.0	20	19	1	18
DRHV01000214	-1.6666666666666667	2.8674417556808756	-5.0	2.0	-2.0	3	2	1	1
AP013912	4.111111111111111	5.425135829214979	-8.0	11.0	5.0	9	2	7	-5
NZ_RBZM01000006	-123.3157894736842	109.54141376502263	-356.0	14.0	-91.0	38	35	3	32
KY290956	-9.45	70.35088840945791	-135.0	115.0	5.5	80	38	42	-4
BK047563	6.0	3.521363372331802	2.0	12.0	6.0	5	0	5	-5
NC_021806	-26.347826086956523	22.697651086385996	-81.0	19.0	-31.0	23	20	3	17
NC_055062	6.0	4.183300132670378	2.0	13.0	4.5	4	0	4	-4
NZZP01000016	0.2857142857142857	6.0642815076546075	-8.0	8.0	2.0	7	3	4	-1
NZ_CP147717	-1430.089539748954	2680.9404063267652	-5901.0	3319.0	-1494.0	1195	800	395	405
NZ_JAGIPY010000024	23.11111111111111	28.001763612888723	-20.0	53.0	38.0	9	3	6	-3
MG592599	14.555555555555555	13.073392071184644	1.0	40.0	10.0	9	0	9	-9
NZ_VJXW01000004	-22.818181818181817	45.70919577625925	-94.0	40.0	-21.0	22	15	7	8
OU342829	137.0340909090909	277.7708935298214	-361.0	636.0	126.0	88	31	57	-26
NZ_JACDUL010000002	187.9047619047619	144.62164257514775	-32.0	427.0	191.0	42	3	39	-36
NZ_JACHOS010000005	77.72727272727273	110.27246496258991	-82.0	259.0	60.0	66	27	39	-12
NZ_JBHSYT010000001	102.30575539568345	878.4241019669917	-1494.0	1564.0	126.0	278	128	150	-22
SHXB01000023	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1
NZ_BBDM01000004	-0.75	59.498424348885074	-84.0	75.0	8.0	16	7	9	-2
JAQWED010000281	-3.5	0.5	-4.0	-3.0	-3.5	2	2	0	2
NZ_CP042306	1411.6371951219512	1333.8260114192085	-1009.0	3331.0	1716.5	328	95	233	-138
NCAM01000214	0.3333333333333333	3.0912061651652345	-4.0	3.0	2.0	3	1	2	-1
MG592590	-5.8	23.359794519644215	-40.0	29.0	-7.0	25	14	11	3
NZ_AP018907	1214.980728051392	1533.0727418320719	-1317.0	3520.0	1705.0	467	188	279	-91
MK803322	-11.764705882352942	20.229650375754385	-32.0	53.0	-19.0	17	14	3	11
SCSM01000046	-9.0	0.0	-9.0	-9.0	-9.0	1	1	0	1
CM019148	52.0	160.41525062031647	-243.0	289.0	89.0	19	7	12	-5
NC_012121	421.7366946778711	683.7867319683569	-722.0	1667.0	396.0	357	125	232	-107
DASXVN010000054	3.0	0.0	3.0	3.0	3.0	1	0	1	-1
BK034520	-99.24137931034483	60.59626435078252	-189.0	7.0	-116.0	29	28	1	27
RGVZ01000077	-7.0	0.0	-7.0	-7.0	-7.0	1	1	0	1
DSCA01000005	-7.0	1.8708286933869707	-10.0	-5.0	-6.5	4	4	0	4
SHNJ01000035	6.8	6.615134163416491	-5.0	14.0	7.0	5	1	4	-3
NZ_CP010904	905.4775510204082	718.7388362974174	-307.0	2077.0	981.0	245	34	211	-177
NZAL01000070	-2.0	1.0	-3.0	-1.0	-2.0	2	2	0	2
NZ_BSSZ01000013	-7.25	24.355440870573457	-49.0	20.0	1.5	16	7	9	-2
NZ_JACHOB010000001	512.9009009009009	324.95876259392634	-33.0	1046.0	556.0	111	5	106	-101
NZ_SDLG01000004	39.092592592592595	40.143847145594236	-20.0	133.0	29.0	54	8	46	-38
LR796189	30.952380952380953	72.78243913686886	-63.0	171.0	26.5	42	19	23	-4
RFPU01000039	1.0	3.9370039370059056	-5.0	6.0	1.5	4	1	3	-2
MZ868724	-7.75	9.633924433998846	-31.0	6.0	-6.5	16	13	3	10
NZ_JAGDXI010000018	-21.666666666666668	9.249624617007738	-34.0	-9.0	-20.0	6	6	0	6
RGWU01000031	6.166666666666667	3.975620147292188	-2.0	10.0	7.5	6	1	5	-4
RXKI01000005	-0.3333333333333333	2.6246692913372702	-4.0	2.0	1.0	3	1	2	-1
NZ_JASGXL010000009	-16.735294117647058	39.42476738976432	-96.0	60.0	-11.0	34	24	10	14
NZ_CP151968	965.832884097035	770.1773969327647	-484.0	2216.0	997.0	371	52	319	-267
MWCK01000012	1.75	5.402545696243577	-11.0	7.0	3.5	8	2	6	-4
JABDMG010000039	-8.333333333333334	2.494438257849294	-11.0	-5.0	-9.0	3	3	0	3
NZ_JAQFAU010000002	-17.208333333333332	60.82213081783819	-127.0	111.0	-23.5	48	35	13	22
LR796415	45.714285714285715	28.746250864686864	-7.0	93.0	44.0	14	2	12	-10
NC_044500	382.56410256410254	571.1292365701656	-762.0	1215.0	526.0	39	13	26	-13
JAFWJA010000010	2.0	6.506407098647712	-10.0	10.0	3.5	6	2	4	-2
KJ019146	162.16470588235293	78.21566671090352	-1.0	281.0	170.0	85	1	84	-83
NC_008584	24.433333333333334	40.55833932607311	-21.0	128.0	16.5	30	9	21	-12
NC_023694	44.63636363636363	33.1624268785297	1.0	105.0	35.0	33	0	33	-33
RFLP01000289	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
MF418016	-12.758620689655173	29.000184508823022	-79.0	46.0	-13.0	29	18	11	7
RXIG01000021	-12.2	4.955804677345547	-19.0	-4.0	-12.0	5	5	0	5
BK059131	41.23076923076923	16.029558495545977	5.0	72.0	40.0	13	0	13	-13
JAGCXD010000163	8.333333333333334	2.6246692913372702	6.0	12.0	7.0	3	0	3	-3
LR798287	-13.721311475409836	58.44126409566877	-130.0	82.0	-10.0	61	33	28	5
BK045839	-10.777777777777779	9.484229925721468	-28.0	4.0	-10.0	9	8	1	7
JBAYUE010000068	8.0	7.0	1.0	15.0	8.0	2	0	2	-2
RHBQ01000476	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
WSUB01000003	-89.8	23.163764806265842	-113.0	-61.0	-100.0	5	5	0	5
BK015936	-24.1	9.170059977993601	-38.0	-1.0	-24.5	20	20	0	20
PAAG01000040	20.714285714285715	13.198639385658396	3.0	42.0	23.0	7	0	7	-7
MH809530	4.5	53.69505648483006	-58.0	111.0	-14.5	44	27	17	10
LC629461	70.53846153846153	75.05202337723982	-57.0	184.0	74.0	104	28	76	-48
LR796235	95.57627118644068	112.73114910847085	-72.0	300.0	65.0	59	14	45	-31
NZ_CP049156	880.0405405405405	978.4186806131007	-855.0	2628.0	858.0	370	88	282	-194
JAMWBK010000007	53.833333333333336	184.7423130260694	-244.0	306.0	64.5	24	10	14	-4
RJVO01000001	-231.96842105263158	248.32777374529894	-686.0	182.0	-221.0	95	74	21	53
NZ_AJRK01000367	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
MH622927	0.9655172413793104	19.112160343831448	-31.0	34.0	-4.0	29	16	13	3
LC663051	19.818181818181817	10.8445057879612	-2.0	35.0	17.0	11	1	10	-9
NZ_JACHFE010000005	-83.3	82.55953407491268	-206.0	53.0	-78.0	30	24	6	18
SSEM01000603	-20.625	15.89762167747113	-39.0	3.0	-21.5	8	7	1	6
NZ_SOHO01000022	-6.542857142857143	35.9708952644002	-80.0	50.0	7.0	35	15	20	-5
NZ_CP022702	407.8690176322418	941.4990153695627	-1337.0	1973.0	401.0	397	131	266	-135
JAXFPW010000026	4.666666666666667	4.988876515698588	-2.0	10.0	6.0	3	1	2	-1
JAZADQ010000048	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
NC_049968	8.916666666666666	11.09397984894911	-15.0	27.0	10.5	12	2	10	-8
JARKIC010000380	10.5	5.5	5.0	16.0	10.5	2	0	2	-2
KU050077	47.22222222222222	46.77790973853121	-14.0	110.0	45.0	9	3	6	-3
NZ_CATZKA010000003	6.0	9.695359714832659	-11.0	18.0	6.0	5	1	4	-3
NZMJ01000107	-5.0	0.0	-5.0	-5.0	-5.0	1	1	0	1
